snapshot_id,snapshot_month_end_date_key,loan_id,dpd,aging_bucket,is_npl,ecl_stage,outstanding_balance,provision_amount,provision_rate
14552,20240831,1194,0,Current,False,1,204897.67,9240.66,0.0451
14553,20240930,1194,0,Current,False,1,183386.53,2279.17,0.0124
14554,20241031,1194,0,Current,False,1,157348.89,6633.74,0.0422
14555,20241130,1194,0,Current,False,1,104094.23,1040.94,0.01
14556,20241231,1194,0,Current,False,1,115955.03,6021.11,0.0519
14557,20250131,1194,0,Current,False,1,0.0,0.0,0.0613
14558,20250228,1194,0,Current,False,1,0.0,0.0,0.0291
14559,20250331,1194,0,Current,False,1,0.0,0.0,0.031
14560,20250430,1194,0,Current,False,1,0.0,0.0,0.0165
14561,20250531,1194,0,Current,False,1,0.0,0.0,0.0539
14562,20250630,1194,0,Current,False,1,0.0,0.0,0.033
14563,20250731,1194,0,Current,False,1,0.0,0.0,0.0409
14564,20250831,1194,0,Current,False,1,0.0,0.0,0.01
14565,20250930,1194,0,Current,False,1,0.0,0.0,0.0606
14566,20251031,1194,0,Current,False,1,0.0,0.0,0.0567
14567,20251130,1194,0,Current,False,1,0.0,0.0,0.0342
14568,20251231,1194,0,Current,False,1,0.0,0.0,0.0269
14569,20250331,1195,0,Current,False,1,192898.95,1928.99,0.01
14570,20250430,1195,0,Current,False,1,186340.57,9843.65,0.0528
14571,20250531,1195,0,Current,False,1,176456.37,6343.25,0.0359
14572,20250630,1195,0,Current,False,1,170303.04,4620.99,0.0271
14573,20250731,1195,0,Current,False,1,162767.11,4539.85,0.0279
14574,20250831,1195,0,Current,False,1,156818.95,8023.1,0.0512
14575,20250930,1195,0,Current,False,1,153357.34,8544.03,0.0557
14576,20251031,1195,0,Current,False,1,146637.62,1466.38,0.01
14577,20251130,1195,0,Current,False,1,139746.21,10314.96,0.0738
14578,20251231,1195,0,Current,False,1,133130.22,1331.3,0.01
14579,20250131,1196,21,1-30,False,1,79131.46,1977.5,0.025
14580,20250228,1196,0,Current,False,1,72495.19,2072.46,0.0286
14581,20250331,1196,0,Current,False,1,64951.11,1607.41,0.0247
14582,20250430,1196,15,1-30,False,1,68682.56,4257.71,0.062
14583,20250531,1196,35,31-60,False,2,67660.51,10614.23,0.1569
14584,20250630,1196,49,31-60,False,2,71391.97,10257.63,0.1437
14585,20250731,1196,72,61-90,False,2,75123.43,13205.74,0.1758
14586,20250831,1196,99,90+,True,3,78854.89,33719.98,0.4276
14587,20250930,1196,114,90+,True,3,82586.35,37943.87,0.4594
14588,20251031,1196,131,90+,True,3,86317.8,35752.35,0.4142
14589,20251130,1196,147,90+,True,3,90049.26,42829.11,0.4756
14590,20251231,1196,177,90+,True,3,93780.72,41674.9,0.4444
14591,20241130,1197,19,1-30,False,1,141944.45,1419.44,0.01
14592,20241231,1197,13,1-30,False,1,137788.9,3296.32,0.0239
14593,20250131,1197,8,1-30,False,1,133679.29,6880.51,0.0515
14594,20250228,1197,0,Current,False,1,130158.77,3124.75,0.024
14595,20250331,1197,20,1-30,False,1,128048.29,7464.95,0.0583
14596,20250430,1197,3,1-30,False,1,122420.96,5113.54,0.0418
14597,20250531,1197,0,Current,False,1,112831.95,7549.99,0.0669
14598,20250630,1197,16,1-30,False,1,114976.39,5338.37,0.0464
14599,20250731,1197,6,1-30,False,1,110783.3,2346.1,0.0212
14600,20250831,1197,0,Current,False,1,106595.61,2025.47,0.019
14601,20250930,1197,14,1-30,False,1,108740.06,1233.33,0.0113
14602,20251031,1197,35,31-60,False,2,110884.51,17630.86,0.159
14603,20251130,1197,69,61-90,False,2,113028.95,14298.28,0.1265
14604,20251231,1197,85,61-90,False,2,115173.4,17036.52,0.1479
14605,20250531,1198,288,90+,True,3,12168.29,5463.53,0.449
14606,20250630,1198,293,90+,True,3,12168.29,5570.4,0.4578
14607,20250731,1198,272,90+,True,3,12168.29,5605.25,0.4606
14608,20250831,1198,263,90+,True,3,12168.29,5880.91,0.4833
14609,20250930,1198,302,90+,True,3,12168.29,5603.65,0.4605
14610,20251031,1198,297,90+,True,3,12168.29,5466.25,0.4492
14611,20251130,1198,341,90+,True,3,12168.29,5212.22,0.4283
14612,20251231,1198,335,90+,True,3,12168.29,5578.05,0.4584
14613,20241130,1199,19,1-30,False,1,144872.13,12672.11,0.0875
14614,20241231,1199,0,Current,False,1,119474.93,7965.15,0.0667
14615,20250131,1199,0,Current,False,1,80262.38,7183.56,0.0895
14616,20250228,1199,29,1-30,False,1,92634.5,11892.06,0.1284
14617,20250331,1199,53,31-60,False,2,105006.63,20860.48,0.1987
14618,20250430,1199,76,61-90,False,2,117378.75,26577.21,0.2264
14619,20250531,1199,111,90+,True,3,129750.88,64113.11,0.4941
14620,20250630,1199,141,90+,True,3,142123.0,66234.59,0.466
14621,20250731,1199,161,90+,True,3,154495.13,79260.03,0.513
14622,20250831,1199,191,90+,True,3,166867.25,83955.94,0.5031
14623,20250930,1199,213,90+,True,3,179239.38,86664.73,0.4835
14624,20251031,1199,242,90+,True,3,191611.51,99237.27,0.5179
14625,20251130,1199,254,90+,True,3,203983.63,95988.84,0.4706
14626,20251231,1199,289,90+,True,3,216355.76,107238.13,0.4957
14627,20251031,1200,25,1-30,False,1,204414.26,5026.53,0.0246
14628,20251130,1200,10,1-30,False,1,196023.49,8096.97,0.0413
14629,20251231,1200,25,1-30,False,1,199637.75,1996.38,0.01
14630,20251031,1201,16,1-30,False,1,281114.82,11654.8,0.0415
14631,20251130,1201,38,31-60,False,2,355829.64,52154.17,0.1466
14632,20251231,1201,61,61-90,False,2,430544.47,64883.57,0.1507
14633,20250430,1202,0,Current,False,1,15388.84,247.24,0.0161
14634,20250531,1202,0,Current,False,1,15005.41,488.42,0.0325
14635,20250630,1202,0,Current,False,1,14297.5,151.69,0.0106
14636,20250731,1202,0,Current,False,1,13764.87,137.65,0.01
14637,20250831,1202,0,Current,False,1,12435.53,285.65,0.023
14638,20250930,1202,0,Current,False,1,11613.07,384.33,0.0331
14639,20251031,1202,0,Current,False,1,10824.95,461.56,0.0426
14640,20251130,1202,0,Current,False,1,10067.67,561.38,0.0558
14641,20251231,1202,0,Current,False,1,9343.87,348.73,0.0373
14642,20241231,1203,0,Current,False,1,79175.71,3325.42,0.042
14643,20250131,1203,13,1-30,False,1,91914.87,5279.25,0.0574
14644,20250228,1203,39,31-60,False,2,104654.03,16367.61,0.1564
14645,20250331,1203,55,31-60,False,2,117393.19,17450.15,0.1486
14646,20250430,1203,74,61-90,False,2,130132.35,15911.34,0.1223
14647,20250531,1203,107,90+,True,3,142871.51,62755.37,0.4392
14648,20250630,1203,118,90+,True,3,155610.67,68997.04,0.4434
14649,20250731,1203,153,90+,True,3,168349.83,73894.32,0.4389
14650,20250831,1203,185,90+,True,3,181088.99,81056.81,0.4476
14651,20250930,1203,200,90+,True,3,193828.15,86135.32,0.4444
14652,20251031,1203,217,90+,True,3,206567.31,93238.49,0.4514
14653,20251130,1203,241,90+,True,3,219306.47,90092.15,0.4108
14654,20251231,1203,264,90+,True,3,232045.63,106888.35,0.4606
14655,20250331,1204,0,Current,False,1,343050.02,26546.38,0.0774
14656,20250430,1204,0,Current,False,1,210691.89,7340.45,0.0348
14657,20250531,1204,0,Current,False,1,0.0,0.0,0.0239
14658,20250630,1204,0,Current,False,1,0.0,0.0,0.024
14659,20250731,1204,0,Current,False,1,0.0,0.0,0.01
14660,20250831,1204,0,Current,False,1,0.0,0.0,0.0412
14661,20250930,1204,0,Current,False,1,0.0,0.0,0.0243
14662,20251031,1204,0,Current,False,1,0.0,0.0,0.0344
14663,20251130,1204,0,Current,False,1,0.0,0.0,0.049
14664,20251231,1204,0,Current,False,1,0.0,0.0,0.026
14665,20251031,1205,17,1-30,False,1,107286.57,2206.03,0.0206
14666,20251130,1205,9,1-30,False,1,103584.98,1915.26,0.0185
14667,20251231,1205,28,1-30,False,1,105471.55,1054.72,0.01
14668,20240831,1206,11,1-30,False,1,145533.65,8894.65,0.0611
14669,20240930,1206,30,1-30,False,2,151267.3,30160.39,0.1994
14670,20241031,1206,19,1-30,False,1,140710.23,10943.89,0.0778
14671,20241130,1206,3,1-30,False,1,127394.05,6695.85,0.0526
14672,20241231,1206,0,Current,False,1,98851.97,7873.94,0.0797
14673,20250131,1206,25,1-30,False,1,104585.62,8106.67,0.0775
14674,20250228,1206,60,31-60,False,2,98137.88,14457.36,0.1473
14675,20250331,1206,71,61-90,False,2,103871.53,22292.28,0.2146
14676,20250430,1206,90,61-90,True,3,109605.18,51250.89,0.4676
14677,20250531,1206,115,90+,True,3,115338.83,56266.72,0.4878
14678,20250630,1206,126,90+,True,3,121072.48,61144.43,0.505
14679,20250731,1206,155,90+,True,3,126806.13,66870.88,0.5273
14680,20250831,1206,186,90+,True,3,132539.78,69376.02,0.5234
14681,20250930,1206,203,90+,True,3,138273.43,65079.5,0.4707
14682,20251031,1206,222,90+,True,3,144007.09,73578.61,0.5109
14683,20251130,1206,235,90+,True,3,149740.74,70841.08,0.4731
14684,20251231,1206,267,90+,True,3,155474.39,76360.56,0.4911
14685,20250930,1207,12,1-30,False,1,317765.8,3177.66,0.01
14686,20251031,1207,0,Current,False,1,272667.42,4678.57,0.0172
14687,20251130,1207,21,1-30,False,1,289233.22,6027.79,0.0208
14688,20251231,1207,56,31-60,False,2,305799.02,53064.99,0.1735
14689,20250331,1208,28,1-30,False,1,325316.56,7581.86,0.0233
14690,20250430,1208,63,61-90,False,2,340133.12,66323.36,0.195
14691,20250531,1208,44,31-60,False,2,313935.22,45873.4,0.1461
14692,20250630,1208,23,1-30,False,1,282335.94,2823.36,0.01
14693,20250731,1208,16,1-30,False,1,212398.16,3408.29,0.016
14694,20250831,1208,30,1-30,False,2,227214.72,33183.19,0.146
14695,20250930,1208,47,31-60,False,2,211940.02,35773.86,0.1688
14696,20251031,1208,25,1-30,False,1,187271.87,5389.81,0.0288
14697,20251130,1208,42,31-60,False,2,202088.43,32463.21,0.1606
14698,20251231,1208,54,31-60,False,2,216905.0,35484.23,0.1636
14699,20240229,1209,0,Current,False,1,88587.35,2465.84,0.0278
14700,20240331,1209,0,Current,False,1,86004.67,1160.55,0.0135
14701,20240430,1209,0,Current,False,1,83447.93,3904.45,0.0468
14702,20240531,1209,0,Current,False,1,80954.74,4694.8,0.058
14703,20240630,1209,0,Current,False,1,77857.15,1636.44,0.021
14704,20240731,1209,0,Current,False,1,76564.64,1457.58,0.019
14705,20240831,1209,0,Current,False,1,73473.67,874.43,0.0119
14706,20240930,1209,0,Current,False,1,71193.84,3835.09,0.0539
14707,20241031,1209,0,Current,False,1,68822.76,864.83,0.0126
14708,20241130,1209,0,Current,False,1,66891.02,3383.32,0.0506
14709,20241231,1209,0,Current,False,1,64493.19,2209.74,0.0343
14710,20250131,1209,0,Current,False,1,62328.01,2171.06,0.0348
14711,20250228,1209,0,Current,False,1,59918.04,955.87,0.016
14712,20250331,1209,0,Current,False,1,57653.68,2440.58,0.0423
14713,20250430,1209,0,Current,False,1,55567.46,629.72,0.0113
14714,20250531,1209,0,Current,False,1,51493.95,2302.35,0.0447
14715,20250630,1209,0,Current,False,1,48899.03,488.99,0.01
14716,20250731,1209,0,Current,False,1,46591.02,774.62,0.0166
14717,20250831,1209,0,Current,False,1,43778.93,1206.23,0.0276
14718,20250930,1209,0,Current,False,1,41158.68,1489.75,0.0362
14719,20251031,1209,0,Current,False,1,38579.57,667.38,0.0173
14720,20251130,1209,0,Current,False,1,36356.55,815.28,0.0224
14721,20251231,1209,0,Current,False,1,30120.04,794.43,0.0264
14722,20250731,1210,0,Current,False,1,34460.8,344.61,0.01
14723,20250831,1210,0,Current,False,1,30130.24,444.88,0.0148
14724,20250930,1210,17,1-30,False,1,32584.56,325.85,0.01
14725,20251031,1210,44,31-60,False,2,35038.87,3784.83,0.108
14726,20251130,1210,78,61-90,False,2,37493.18,6368.82,0.1699
14727,20251231,1210,102,90+,True,3,39947.49,16541.11,0.4141
14728,20240531,1211,24,1-30,False,1,344020.04,5655.31,0.0164
14729,20240630,1211,51,31-60,False,2,359740.09,49853.0,0.1386
14730,20240731,1211,32,31-60,False,2,321328.83,50298.17,0.1565
14731,20240831,1211,16,1-30,False,1,290428.7,2904.29,0.01
14732,20240930,1211,0,Current,False,1,248331.74,3830.31,0.0154
14733,20241031,1211,0,Current,False,1,220309.77,7138.78,0.0324
14734,20241130,1211,0,Current,False,1,189486.4,9288.29,0.049
14735,20241231,1211,0,Current,False,1,145928.5,4948.61,0.0339
14736,20250131,1211,29,1-30,False,1,161648.54,5376.04,0.0333
14737,20250228,1211,61,61-90,False,2,177368.59,29503.43,0.1663
14738,20250331,1211,77,61-90,False,2,193088.63,27895.53,0.1445
14739,20250430,1211,93,90+,True,3,208808.67,97124.19,0.4651
14740,20250531,1211,124,90+,True,3,224528.72,93077.16,0.4145
14741,20250630,1211,154,90+,True,3,240248.76,111306.98,0.4633
14742,20250731,1211,173,90+,True,3,255968.8,111824.46,0.4369
14743,20250831,1211,189,90+,True,3,271688.85,115809.05,0.4263
14744,20250930,1211,210,90+,True,3,287408.89,135889.84,0.4728
14745,20251031,1211,244,90+,True,3,303128.93,130472.77,0.4304
14746,20251130,1211,259,90+,True,3,318848.98,136821.98,0.4291
14747,20251231,1211,276,90+,True,3,334569.02,149274.75,0.4462
14748,20250131,1212,0,Current,False,1,21479.8,501.28,0.0233
14749,20250228,1212,0,Current,False,1,20653.85,313.12,0.0152
14750,20250331,1212,0,Current,False,1,19314.88,451.85,0.0234
14751,20250430,1212,0,Current,False,1,18434.57,629.18,0.0341
14752,20250531,1212,0,Current,False,1,17485.11,1028.35,0.0588
14753,20250630,1212,0,Current,False,1,15882.13,158.82,0.01
14754,20250731,1212,0,Current,False,1,14861.92,361.35,0.0243
14755,20250831,1212,0,Current,False,1,13967.67,139.68,0.01
14756,20250930,1212,0,Current,False,1,12443.93,769.36,0.0618
14757,20251031,1212,0,Current,False,1,11647.3,164.7,0.0141
14758,20251130,1212,0,Current,False,1,10991.48,506.35,0.0461
14759,20251231,1212,0,Current,False,1,9812.39,153.42,0.0156
14760,20251130,1213,18,1-30,False,1,204214.65,5505.78,0.027
14761,20251231,1213,42,31-60,False,2,221829.29,29501.44,0.133
14762,20250731,1214,24,1-30,False,1,120714.64,1207.15,0.01
14763,20250831,1214,47,31-60,False,2,152729.28,21339.41,0.1397
14764,20250930,1214,65,61-90,False,2,184743.92,28035.56,0.1518
14765,20251031,1214,98,90+,True,3,216758.56,100394.53,0.4632
14766,20251130,1214,114,90+,True,3,248773.2,110284.13,0.4433
14767,20251231,1214,131,90+,True,3,280787.84,120702.42,0.4299
14768,20250531,1215,17,1-30,False,1,256516.37,9810.42,0.0382
14769,20250630,1215,50,31-60,False,2,262632.73,35791.52,0.1363
14770,20250731,1215,29,1-30,False,1,250712.72,2507.13,0.01
14771,20250831,1215,63,61-90,False,2,256829.08,39024.99,0.1519
14772,20250930,1215,50,31-60,False,2,242396.71,35400.89,0.146
14773,20251031,1215,73,61-90,False,2,248513.07,40327.14,0.1623
14774,20251130,1215,67,61-90,False,2,236426.56,34034.07,0.144
14775,20251231,1215,90,61-90,True,3,242542.92,112974.85,0.4658
14776,20240229,1216,0,Current,False,1,79954.81,3759.23,0.047
14777,20240331,1216,0,Current,False,1,79371.56,4517.41,0.0569
14778,20240430,1216,0,Current,False,1,75804.59,2764.69,0.0365
14779,20240531,1216,0,Current,False,1,71871.78,2171.78,0.0302
14780,20240630,1216,0,Current,False,1,67213.65,3511.09,0.0522
14781,20240731,1216,0,Current,False,1,63288.36,2584.28,0.0408
14782,20240831,1216,0,Current,False,1,59158.94,3452.65,0.0584
14783,20240930,1216,0,Current,False,1,55007.12,3581.41,0.0651
14784,20241031,1216,0,Current,False,1,51663.74,3417.18,0.0661
14785,20241130,1216,0,Current,False,1,47647.41,1171.34,0.0246
14786,20241231,1216,0,Current,False,1,43725.77,733.01,0.0168
14787,20250131,1216,0,Current,False,1,41876.39,810.33,0.0194
14788,20250228,1216,0,Current,False,1,38008.47,482.71,0.0127
14789,20250331,1216,0,Current,False,1,34425.94,823.3,0.0239
14790,20250430,1216,0,Current,False,1,31282.91,312.83,0.01
14791,20250531,1216,0,Current,False,1,27878.91,529.27,0.019
14792,20250630,1216,0,Current,False,1,0.0,0.0,0.0251
14793,20250731,1216,0,Current,False,1,0.0,0.0,0.0202
14794,20250831,1216,0,Current,False,1,0.0,0.0,0.0138
14795,20250930,1216,0,Current,False,1,0.0,0.0,0.0761
14796,20251031,1216,0,Current,False,1,0.0,0.0,0.0352
14797,20251130,1216,0,Current,False,1,0.0,0.0,0.01
14798,20251231,1216,0,Current,False,1,0.0,0.0,0.0427
14799,20250930,1217,15,1-30,False,1,238402.21,9961.76,0.0418
14800,20251031,1217,43,31-60,False,2,242304.42,41926.63,0.173
14801,20251130,1217,61,61-90,False,2,246206.63,32169.58,0.1307
14802,20251231,1217,75,61-90,False,2,250108.84,38520.91,0.154
14803,20240930,1218,13,1-30,False,1,164343.25,15980.67,0.0972
14804,20241031,1218,8,1-30,False,1,150470.12,14974.39,0.0995
14805,20241130,1218,30,1-30,False,2,143107.95,31339.35,0.219
14806,20241231,1218,61,61-90,False,2,150051.2,31581.03,0.2105
14807,20250131,1218,48,31-60,False,2,119002.3,25012.04,0.2102
14808,20250228,1218,67,61-90,False,2,125945.54,23972.73,0.1903
14809,20250331,1218,55,31-60,False,2,92148.52,19384.28,0.2104
14810,20250430,1218,78,61-90,False,2,99091.77,21127.41,0.2132
14811,20250531,1218,59,31-60,False,2,86574.01,17644.16,0.2038
14812,20250630,1218,88,61-90,False,2,93517.25,17588.16,0.1881
14813,20250731,1218,105,90+,True,3,100460.5,49315.98,0.4909
14814,20250831,1218,122,90+,True,3,107403.75,56523.41,0.5263
14815,20250930,1218,135,90+,True,3,114347.0,56233.78,0.4918
14816,20251031,1218,164,90+,True,3,121290.24,61300.29,0.5054
14817,20251130,1218,183,90+,True,3,128233.49,64653.52,0.5042
14818,20251231,1218,213,90+,True,3,135176.74,67189.36,0.497
14819,20240229,1219,25,1-30,False,1,219809.65,2198.1,0.01
14820,20240331,1219,16,1-30,False,1,204011.04,8092.11,0.0397
14821,20240430,1219,0,Current,False,1,187913.3,7337.54,0.039
14822,20240531,1219,15,1-30,False,1,196322.95,9889.59,0.0504
14823,20240630,1219,5,1-30,False,1,179985.96,3673.41,0.0204
14824,20240731,1219,28,1-30,False,1,188395.62,1883.96,0.01
14825,20240831,1219,64,61-90,False,2,179389.35,33072.66,0.1844
14826,20240930,1219,45,31-60,False,2,167832.37,23877.39,0.1423
14827,20241031,1219,78,61-90,False,2,176242.03,21326.71,0.121
14828,20241130,1219,96,90+,True,3,184651.68,79121.89,0.4285
14829,20241231,1219,108,90+,True,3,193061.33,84195.91,0.4361
14830,20250131,1219,141,90+,True,3,201470.99,88129.29,0.4374
14831,20250228,1219,163,90+,True,3,209880.64,89837.22,0.428
14832,20250331,1219,184,90+,True,3,218290.29,103094.83,0.4723
14833,20250430,1219,219,90+,True,3,226699.94,105629.05,0.4659
14834,20250531,1219,236,90+,True,3,235109.6,105389.86,0.4483
14835,20250630,1219,261,90+,True,3,243519.25,107671.2,0.4421
14836,20250731,1219,294,90+,True,3,251928.9,117224.3,0.4653
14837,20250831,1219,324,90+,True,3,260338.56,116890.8,0.449
14838,20250930,1219,358,90+,True,3,268748.21,122227.59,0.4548
14839,20251031,1219,360,90+,True,3,277157.86,115797.81,0.4178
14840,20251130,1219,360,90+,True,3,285567.52,132969.78,0.4656
14841,20251231,1219,360,90+,True,3,293977.17,138213.42,0.4702
14842,20251231,1220,15,1-30,False,1,214507.34,3611.08,0.0168
14843,20240531,1221,22,1-30,False,1,87408.76,874.09,0.01
14844,20240630,1221,0,Current,False,1,79911.88,1592.45,0.0199
14845,20240731,1221,35,31-60,False,2,84020.64,10694.0,0.1273
14846,20240831,1221,61,61-90,False,2,88129.39,13316.2,0.1511
14847,20240930,1221,73,61-90,False,2,92238.15,12825.89,0.1391
14848,20241031,1221,98,90+,True,3,96346.91,37904.12,0.3934
14849,20241130,1221,118,90+,True,3,100455.67,48429.49,0.4821
14850,20241231,1221,134,90+,True,3,104564.43,44958.29,0.43
14851,20250131,1221,155,90+,True,3,108673.19,45937.11,0.4227
14852,20250228,1221,179,90+,True,3,112781.94,50579.04,0.4485
14853,20250331,1221,191,90+,True,3,116890.7,52661.01,0.4505
14854,20250430,1221,223,90+,True,3,120999.46,52198.8,0.4314
14855,20250531,1221,236,90+,True,3,125108.22,56713.29,0.4533
14856,20250630,1221,257,90+,True,3,129216.98,54793.62,0.424
14857,20250731,1221,293,90+,True,3,133325.74,61555.9,0.4617
14858,20250831,1221,306,90+,True,3,137434.5,63968.54,0.4654
14859,20250930,1221,335,90+,True,3,141543.25,63459.81,0.4483
14860,20251031,1221,360,90+,True,3,145652.01,64150.98,0.4404
14861,20251130,1221,360,90+,True,3,149760.77,64154.28,0.4284
14862,20251231,1221,360,90+,True,3,153869.53,70949.29,0.4611
14863,20240831,1222,25,1-30,False,1,554760.39,32217.73,0.0581
14864,20240930,1222,10,1-30,False,1,517819.8,9894.54,0.0191
14865,20241031,1222,0,Current,False,1,478953.22,20523.7,0.0429
14866,20241130,1222,22,1-30,False,1,496113.61,25184.63,0.0508
14867,20241231,1222,51,31-60,False,2,476184.99,57064.94,0.1198
14868,20250131,1222,33,31-60,False,2,446980.72,66148.82,0.148
14869,20250228,1222,28,1-30,False,1,411787.4,5203.06,0.0126
14870,20250331,1222,12,1-30,False,1,384708.67,8756.68,0.0228
14871,20250430,1222,25,1-30,False,1,365572.43,10615.78,0.029
14872,20250531,1222,10,1-30,False,1,335437.78,13826.51,0.0412
14873,20250630,1222,0,Current,False,1,303027.83,11584.01,0.0382
14874,20250731,1222,0,Current,False,1,275495.79,15188.38,0.0551
14875,20250831,1222,0,Current,False,1,242725.87,3922.76,0.0162
14876,20250930,1222,17,1-30,False,1,259886.26,13038.83,0.0502
14877,20251031,1222,44,31-60,False,2,277046.65,39738.77,0.1434
14878,20251130,1222,75,61-90,False,2,294207.04,47974.3,0.1631
14879,20251231,1222,99,90+,True,3,311367.43,142961.0,0.4591
14880,20240430,1223,20,1-30,False,1,33593.17,1403.2,0.0418
14881,20240531,1223,0,Current,False,1,24685.19,1342.52,0.0544
14882,20240630,1223,0,Current,False,1,18984.92,531.44,0.028
14883,20240731,1223,18,1-30,False,1,21878.09,594.79,0.0272
14884,20240831,1223,47,31-60,False,2,24771.27,3673.57,0.1483
14885,20240930,1223,59,31-60,False,2,27664.44,4698.21,0.1698
14886,20241031,1223,79,61-90,False,2,30557.61,5185.09,0.1697
14887,20241130,1223,112,90+,True,3,33450.79,13070.28,0.3907
14888,20241231,1223,132,90+,True,3,36343.96,16394.78,0.4511
14889,20250131,1223,155,90+,True,3,39237.13,18812.58,0.4795
14890,20250228,1223,186,90+,True,3,42130.31,19624.06,0.4658
14891,20250331,1223,206,90+,True,3,45023.48,20633.57,0.4583
14892,20250430,1223,242,90+,True,3,47916.66,21357.19,0.4457
14893,20250531,1223,254,90+,True,3,50809.83,21285.25,0.4189
14894,20250630,1223,270,90+,True,3,53703.0,23793.73,0.4431
14895,20250731,1223,283,90+,True,3,56596.18,24566.48,0.4341
14896,20250831,1223,303,90+,True,3,59489.35,26204.49,0.4405
14897,20250930,1223,338,90+,True,3,62382.52,26625.43,0.4268
14898,20251031,1223,360,90+,True,3,65275.7,30016.58,0.4598
14899,20251130,1223,360,90+,True,3,68168.87,30420.51,0.4463
14900,20251231,1223,360,90+,True,3,71062.04,31103.41,0.4377
14901,20250331,1224,33,31-60,False,2,389007.71,66800.17,0.1717
14902,20250430,1224,27,1-30,False,1,372837.01,19151.98,0.0514
14903,20250531,1224,13,1-30,False,1,356160.07,18864.21,0.053
14904,20250630,1224,0,Current,False,1,337599.32,6151.36,0.0182
14905,20250731,1224,33,31-60,False,2,346707.02,50848.61,0.1467
14906,20250831,1224,18,1-30,False,1,330477.74,9027.44,0.0273
14907,20250930,1224,4,1-30,False,1,312727.06,6063.99,0.0194
14908,20251031,1224,0,Current,False,1,296666.55,18118.96,0.0611
14909,20251130,1224,17,1-30,False,1,305774.25,13642.34,0.0446
14910,20251231,1224,32,31-60,False,2,314881.96,49635.43,0.1576
14911,20250930,1225,27,1-30,False,1,327366.5,7870.56,0.024
14912,20251031,1225,55,31-60,False,2,336533.01,49414.93,0.1468
14913,20251130,1225,69,61-90,False,2,345699.51,60134.96,0.174
14914,20251231,1225,88,61-90,False,2,354866.01,52382.01,0.1476
14915,20250131,1226,0,Current,False,1,446125.51,6351.72,0.0142
14916,20250228,1226,0,Current,False,1,423057.92,20359.12,0.0481
14917,20250331,1226,0,Current,False,1,404840.28,20781.0,0.0513
14918,20250430,1226,0,Current,False,1,384610.42,9084.99,0.0236
14919,20250531,1226,0,Current,False,1,363991.92,4708.1,0.0129
14920,20250630,1226,0,Current,False,1,343923.75,8255.88,0.024
14921,20250731,1226,0,Current,False,1,324811.1,14541.29,0.0448
14922,20250831,1226,0,Current,False,1,304413.32,13555.32,0.0445
14923,20250930,1226,0,Current,False,1,281749.33,10603.55,0.0376
14924,20251031,1226,0,Current,False,1,228162.18,2281.62,0.01
14925,20251130,1226,0,Current,False,1,208527.38,4570.33,0.0219
14926,20251231,1226,0,Current,False,1,219852.89,2753.48,0.0125
14927,20250930,1227,32,31-60,False,2,172892.19,25972.59,0.1502
14928,20251031,1227,22,1-30,False,1,168604.15,1686.04,0.01
14929,20251130,1227,34,31-60,False,2,171196.34,20518.14,0.1199
14930,20251231,1227,62,61-90,False,2,173788.54,19320.87,0.1112
14931,20251130,1228,0,Current,False,1,147156.22,11388.82,0.0774
14932,20251231,1228,0,Current,False,1,133060.15,6604.59,0.0496
14933,20250930,1229,33,31-60,False,2,218539.76,44368.08,0.203
14934,20251031,1229,24,1-30,False,1,199203.14,17047.96,0.0856
14935,20251130,1229,47,31-60,False,2,206342.9,38870.3,0.1884
14936,20251231,1229,37,31-60,False,2,193550.58,35494.83,0.1834
14937,20240430,1230,16,1-30,False,1,161932.55,11202.73,0.0692
14938,20240531,1230,36,31-60,False,2,167765.09,31302.67,0.1866
14939,20240630,1230,17,1-30,False,1,157708.83,7448.43,0.0472
14940,20240731,1230,0,Current,False,1,123381.95,8966.98,0.0727
14941,20240831,1230,0,Current,False,1,108353.89,10836.39,0.1
14942,20240930,1230,0,Current,False,1,96997.25,7640.93,0.0788
14943,20241031,1230,0,Current,False,1,82379.0,4715.19,0.0572
14944,20241130,1230,21,1-30,False,1,88211.55,7366.07,0.0835
14945,20241231,1230,53,31-60,False,2,94044.09,22397.26,0.2382
14946,20250131,1230,77,61-90,False,2,99876.64,21198.32,0.2122
14947,20250228,1230,100,90+,True,3,105709.19,56751.48,0.5369
14948,20250331,1230,123,90+,True,3,111541.73,55127.87,0.4942
14949,20250430,1230,145,90+,True,3,117374.28,58649.57,0.4997
14950,20250531,1230,171,90+,True,3,123206.83,62195.07,0.5048
14951,20250630,1230,196,90+,True,3,129039.37,68663.04,0.5321
14952,20250731,1230,210,90+,True,3,134871.92,68118.6,0.5051
14953,20250831,1230,226,90+,True,3,140704.47,69422.95,0.4934
14954,20250930,1230,260,90+,True,3,146537.02,71920.74,0.4908
14955,20251031,1230,275,90+,True,3,152369.56,78898.27,0.5178
14956,20251130,1230,295,90+,True,3,158202.11,77927.72,0.4926
14957,20251231,1230,318,90+,True,3,164034.66,88586.06,0.54
14958,20240531,1231,16,1-30,False,1,192294.49,1922.94,0.01
14959,20240630,1231,6,1-30,False,1,171019.23,10932.89,0.0639
14960,20240731,1231,0,Current,False,1,150291.29,8270.25,0.055
14961,20240831,1231,36,31-60,False,2,162185.79,27376.43,0.1688
