loan_id,customer_id,branch_id,product_id,origination_date_key,maturity_date_key,original_principal,annual_interest_rate,term_months,repayment_frequency,status,scheduled_installment
730,443,16,6,20250728,20280213,198600.0,0.2335,31,Monthly,Active,8592.05
731,2362,11,8,20250221,20250522,119600.0,0.3492,3,Monthly,Closed,42209.09
732,1609,16,2,20241124,20251219,179300.0,0.2466,13,Bi-Weekly,Restructured,15856.95
733,97,3,6,20240114,20251005,643600.0,0.3231,21,Monthly,Active,40524.42
734,1982,1,5,20250203,20250703,39000.0,0.3561,5,Bi-Weekly,Closed,8507.93
735,1009,9,4,20250717,20270707,145100.0,0.2359,24,Monthly,Active,7641.94
736,1422,5,6,20240529,20251220,210300.0,0.3058,19,Monthly,WrittenOff,14101.15
737,2143,14,6,20241224,20271209,438200.0,0.2681,36,Weekly,Active,17844.97
738,2094,7,3,20241028,20250824,160500.0,0.3383,10,Monthly,Active,18642.27
739,342,8,7,20250928,20270620,220400.0,0.1826,21,Monthly,Active,12340.25
740,915,10,6,20240429,20251120,434900.0,0.2706,19,Monthly,Restructured,28395.32
741,682,18,3,20240317,20240715,91500.0,0.3143,4,Monthly,Active,24392.2
742,2285,2,6,20240602,20250627,786600.0,0.2636,13,Monthly,Active,70215.55
743,1952,10,6,20240424,20270109,408900.0,0.278,33,Monthly,Active,17861.33
744,1621,8,1,20250910,20270702,183900.0,0.2924,22,Monthly,Closed,10897.9
745,147,1,2,20240709,20250902,274700.0,0.2288,14,Monthly,Active,22541.98
746,2008,15,3,20240921,20250618,184200.0,0.3158,9,Monthly,Active,23252.93
747,1403,17,1,20240706,20250402,321100.0,0.3047,9,Monthly,Active,40358.68
748,683,4,4,20250818,20280105,159700.0,0.187,29,Bi-Weekly,Closed,6886.71
749,1107,14,4,20250430,20270219,197300.0,0.2325,22,Monthly,Closed,11100.22
750,1116,13,7,20241212,20260506,189500.0,0.1852,17,Bi-Weekly,Closed,12758.55
751,741,13,2,20250807,20260203,148300.0,0.2559,6,Monthly,Active,26593.89
752,2275,9,5,20240221,20241018,184900.0,0.32,8,Monthly,Active,25971.09
753,2294,6,6,20250510,20270927,635000.0,0.3115,29,Monthly,Active,31432.89
754,128,2,4,20240921,20270208,184100.0,0.2487,29,Monthly,Active,8509.61
755,2340,1,8,20241004,20241103,123100.0,0.3685,1,Monthly,Active,126880.2
756,1010,4,3,20240425,20240823,143900.0,0.3357,4,Monthly,Active,38525.7
757,2000,10,4,20240311,20261027,94100.0,0.2634,32,Bi-Weekly,Restructured,4124.17
758,1951,3,1,20250522,20260417,226700.0,0.2716,11,Bi-Weekly,Restructured,23512.1
759,1498,13,4,20250913,20270506,15000.0,0.1939,20,Monthly,Active,883.69
760,1860,12,1,20251028,20270322,433600.0,0.3221,17,Monthly,Closed,32101.21
761,1704,7,8,20240627,20240925,214200.0,0.3608,3,Monthly,Closed,75735.91
762,2130,2,2,20250711,20270102,48800.0,0.2267,18,Bi-Weekly,Restructured,3223.43
763,1060,10,7,20240322,20260111,191200.0,0.1696,22,Weekly,Active,10172.75
764,1849,15,1,20250723,20260817,249100.0,0.3224,13,Monthly,Active,22955.89
765,2449,8,3,20250217,20250717,126100.0,0.2992,5,Monthly,Active,27137.42
766,2368,15,1,20250922,20270912,309100.0,0.2915,24,Bi-Weekly,Active,17147.7
767,370,6,3,20240219,20241215,18000.0,0.2976,10,Monthly,Active,2054.53
768,1246,2,5,20250721,20260517,89500.0,0.3745,10,Bi-Weekly,Active,10556.93
769,1276,12,4,20241207,20260730,126400.0,0.1942,20,Monthly,Active,7448.43
770,1561,16,5,20250219,20250917,93600.0,0.2978,7,Weekly,Closed,14731.29
771,1618,16,7,20250128,20251025,15000.0,0.1566,9,Monthly,Active,1777.3
772,2120,18,1,20250606,20260731,303600.0,0.3208,14,Monthly,Active,26281.67
773,1331,2,4,20250313,20270102,204800.0,0.243,22,Monthly,Active,11628.57
774,1755,1,5,20241031,20250228,108300.0,0.3775,4,Monthly,Active,29237.3
775,2249,11,5,20241114,20250811,79700.0,0.3022,9,Weekly,Active,10007.56
776,256,18,2,20240221,20250317,572700.0,0.2431,13,Monthly,WrittenOff,50551.35
777,1607,18,2,20250613,20261006,139100.0,0.3228,16,Monthly,Active,10813.09
778,918,6,4,20250530,20251226,181900.0,0.2109,7,Monthly,Active,27844.33
779,2265,7,6,20250218,20260713,358900.0,0.2631,17,Monthly,Active,25518.03
780,1382,12,8,20250611,20250909,281000.0,0.3994,3,Monthly,Active,99969.78
781,1508,17,3,20240715,20250610,167100.0,0.3359,11,Monthly,Active,17859.43
782,1887,4,5,20240612,20241109,117100.0,0.3554,5,Monthly,Closed,25541.34
783,606,18,3,20251107,20261102,175400.0,0.3016,12,Monthly,Active,17113.05
784,1359,15,1,20251128,20271118,123000.0,0.2824,24,Monthly,Active,6766.34
785,1933,2,4,20250915,20260513,50500.0,0.2111,8,Monthly,Closed,6822.38
786,1944,16,3,20240208,20240905,120700.0,0.2981,7,Monthly,Closed,18998.24
787,570,12,2,20250205,20251102,364900.0,0.213,9,Monthly,Closed,44227.14
788,2095,18,6,20250621,20270611,357300.0,0.3342,24,Monthly,Active,20612.02
789,408,4,3,20240128,20250122,125500.0,0.3078,12,Bi-Weekly,Active,12282.84
790,663,18,2,20251208,20261004,414700.0,0.2395,10,Monthly,Active,46157.05
791,2142,1,4,20250729,20270917,15000.0,0.2104,26,Monthly,Active,723.34
792,1541,2,8,20240813,20240912,16300.0,0.3976,1,Bi-Weekly,Active,16840.07
793,1356,9,6,20250105,20270224,15000.0,0.293,26,Monthly,Closed,786.08
794,1393,12,4,20251029,20270221,216700.0,0.206,16,Monthly,Active,15604.0
795,2424,4,7,20250916,20270807,112300.0,0.2342,23,Monthly,Active,6106.89
796,569,5,1,20250827,20270419,366000.0,0.3179,20,Weekly,Active,23809.93
797,748,8,3,20251220,20260519,132400.0,0.3143,5,Monthly,Closed,28596.52
798,1225,3,5,20250627,20260324,136000.0,0.32,9,Monthly,Active,17196.56
799,2114,4,4,20251114,20270309,109900.0,0.2525,16,Monthly,Active,8161.09
800,1372,3,6,20251128,20270919,385600.0,0.2751,22,Monthly,Closed,22513.18
801,1815,18,6,20240115,20251205,362200.0,0.2427,23,Monthly,Active,19849.44
802,2044,17,4,20250423,20271109,147000.0,0.2506,31,Monthly,Closed,6489.0
803,2231,12,8,20240901,20241031,254800.0,0.3782,2,Monthly,Active,133453.98
804,1153,13,8,20241227,20250126,15000.0,0.4261,1,Bi-Weekly,Closed,15532.63
805,1145,3,4,20240502,20250328,114500.0,0.15,11,Monthly,Active,11205.93
806,203,1,8,20250508,20251005,135800.0,0.3889,5,Monthly,Active,29856.75
807,201,7,6,20250902,20270326,327700.0,0.3148,19,Bi-Weekly,Active,22122.01
808,1219,18,2,20241028,20250426,202300.0,0.2502,6,Monthly,Closed,36219.44
809,1873,9,1,20250525,20260619,185800.0,0.3179,13,Monthly,Active,17081.03
810,2095,15,1,20240825,20260616,433600.0,0.2729,22,Bi-Weekly,Closed,25267.63
811,1022,7,2,20250701,20261123,241500.0,0.2604,17,Monthly,Active,17138.77
812,1429,6,3,20240301,20250224,310700.0,0.3201,12,Monthly,Closed,30597.26
813,2032,15,1,20251005,20270329,313400.0,0.3073,18,Weekly,Active,21949.29
814,798,9,5,20241003,20250829,77000.0,0.4012,11,Monthly,Active,8481.0
815,397,14,4,20250104,20270524,164200.0,0.2591,29,Monthly,Active,7677.52
816,2303,14,5,20250810,20251108,94900.0,0.3638,3,Monthly,Active,33570.46
817,1366,14,5,20240122,20240819,150400.0,0.3641,7,Monthly,Closed,24171.25
818,390,13,3,20251122,20260720,58300.0,0.2927,8,Monthly,Closed,8109.87
819,630,15,5,20250325,20251021,15000.0,0.3259,7,Monthly,Active,2381.88
820,818,9,8,20251213,20260512,148900.0,0.354,5,Monthly,Closed,32466.59
821,503,6,3,20250206,20260201,198500.0,0.2819,12,Monthly,Active,19174.9
822,1093,10,3,20240530,20250125,160000.0,0.2934,8,Bi-Weekly,Closed,22262.48
823,2032,6,5,20250301,20250530,120300.0,0.3391,3,Monthly,Closed,42387.37
824,1845,1,7,20250221,20260216,162000.0,0.1632,12,Monthly,Active,14722.94
825,2293,7,5,20251104,20260304,23400.0,0.3388,4,Monthly,Active,6268.66
826,2090,10,7,20250224,20260420,142500.0,0.1954,14,Monthly,Closed,11465.09
827,779,10,1,20241023,20250819,408000.0,0.266,10,Monthly,Active,45937.65
828,147,7,1,20240508,20241204,270600.0,0.3458,7,Monthly,Active,43239.53
829,380,14,4,20240826,20250722,15200.0,0.1803,11,Monthly,Closed,1509.48
830,1981,6,2,20250301,20260224,209900.0,0.2835,12,Monthly,Active,20292.57
831,851,12,1,20240926,20250524,316800.0,0.2324,8,Monthly,Active,43128.34
832,1802,5,2,20240922,20250321,465500.0,0.2457,6,Monthly,Restructured,83237.03
833,1145,18,3,20240111,20240709,15000.0,0.2841,6,Bi-Weekly,Closed,2711.19
834,2237,12,8,20251119,20260319,148900.0,0.3804,4,Monthly,Active,40221.1
835,1271,11,7,20250903,20270126,45400.0,0.2543,17,Weekly,Active,3208.36
836,2252,8,3,20240705,20250131,175500.0,0.3096,7,Monthly,WrittenOff,27724.67
837,627,14,8,20240410,20240808,167000.0,0.3669,4,Monthly,Active,44989.31
838,1944,8,7,20250902,20260530,101300.0,0.2146,9,Weekly,Active,12285.77
839,1310,15,3,20250903,20260630,184200.0,0.3093,10,Monthly,Active,21130.84
840,476,3,4,20251017,20260415,211200.0,0.2245,6,Bi-Weekly,Closed,37540.46
841,585,15,8,20250204,20250306,106800.0,0.3726,1,Monthly,Active,110116.14
842,785,18,4,20250621,20280406,15000.0,0.194,34,Bi-Weekly,Active,576.95
843,388,5,3,20250617,20260212,239800.0,0.2964,8,Monthly,Active,33401.5
844,2341,5,8,20240605,20241003,186300.0,0.424,4,Monthly,Active,50760.53
845,532,18,6,20250118,20261010,410200.0,0.2732,21,Monthly,Active,24790.84
846,1496,8,4,20240709,20260828,64700.0,0.1886,26,Monthly,Active,3050.66
847,1428,13,7,20250705,20270225,198800.0,0.2049,20,Monthly,Active,11817.48
848,1347,4,6,20251210,20280627,646800.0,0.2824,31,Monthly,Active,29626.57
849,1569,8,3,20240225,20240823,131500.0,0.3372,6,Monthly,Active,24121.93
850,2290,13,4,20240225,20260316,127600.0,0.2055,25,Monthly,Restructured,6317.22
851,2420,17,1,20240712,20260304,122200.0,0.2977,20,Bi-Weekly,Closed,7824.59
852,2186,8,1,20240326,20250420,163700.0,0.3127,13,Monthly,Active,15007.2
853,1150,2,8,20240107,20240406,34000.0,0.3697,3,Monthly,Active,12038.72
854,1819,8,1,20251216,20270510,265700.0,0.3266,17,Bi-Weekly,Active,19731.03
855,465,12,7,20250301,20260624,92700.0,0.2005,16,Monthly,Active,6650.63
856,2206,16,2,20250721,20260417,294700.0,0.217,9,Monthly,Closed,35775.8
857,489,16,5,20250217,20260212,49900.0,0.3067,12,Monthly,Active,4881.07
858,285,14,6,20250629,20270818,293200.0,0.277,26,Monthly,Restructured,15123.3
859,2072,3,8,20250516,20250913,43700.0,0.3835,4,Bi-Weekly,Active,11811.59
860,1894,10,3,20240427,20240924,153100.0,0.3426,5,Monthly,Active,33291.8
861,346,11,8,20240419,20240916,15000.0,0.3914,5,Monthly,Active,3299.83
862,2415,9,4,20241223,20271009,132100.0,0.2291,34,Monthly,Active,5317.49
863,280,17,7,20240928,20260421,97700.0,0.1745,19,Weekly,Closed,5922.2
864,123,18,1,20250906,20261130,271700.0,0.2993,15,Monthly,Active,21934.83
865,2390,4,3,20240811,20250508,24300.0,0.3595,9,Bi-Weekly,Closed,3120.34
866,558,18,5,20240828,20250125,119500.0,0.3356,5,Monthly,Active,25942.07
867,587,16,6,20250121,20260215,272200.0,0.2634,13,Monthly,Active,24295.18
868,1985,13,7,20240520,20251111,137400.0,0.1741,18,Monthly,Active,8728.32
869,1518,7,3,20250919,20260216,15000.0,0.3194,5,Monthly,Active,3243.74
870,1301,14,5,20240109,20240408,34100.0,0.3823,3,Monthly,Active,12098.48
871,2471,11,5,20250911,20260708,72400.0,0.2991,10,Monthly,Active,8269.13
872,217,17,8,20250331,20250629,230000.0,0.3985,3,Monthly,WrittenOff,81814.05
873,2315,13,1,20251011,20270802,313300.0,0.2486,22,Bi-Weekly,Active,17876.35
874,670,18,1,20240802,20260524,265600.0,0.2877,22,Monthly,Active,15676.1
875,1557,8,5,20251020,20260217,48400.0,0.3479,4,Monthly,Closed,12989.53
876,811,2,1,20250923,20270516,117200.0,0.2526,20,Monthly,Active,7240.4
877,733,9,2,20241129,20250925,283200.0,0.2367,10,Bi-Weekly,Closed,31482.33
878,803,18,5,20240726,20250522,121500.0,0.3487,10,Weekly,Restructured,14175.14
879,1398,12,3,20240524,20240921,154600.0,0.3239,4,Bi-Weekly,Active,41292.79
880,2195,13,3,20240420,20241216,259700.0,0.3302,8,Bi-Weekly,Restructured,36609.37
881,282,12,3,20250302,20251127,92200.0,0.2908,9,Monthly,Active,11525.33
882,1656,11,6,20251203,20271024,348700.0,0.2887,23,Monthly,Active,19917.46
883,2151,2,3,20250217,20251015,21500.0,0.302,8,Monthly,Active,3000.68
884,1838,8,7,20251206,20260604,136900.0,0.2214,6,Weekly,Closed,24312.5
885,2451,2,2,20250706,20260102,426300.0,0.1807,6,Monthly,Active,74841.26
886,34,7,1,20250515,20261007,125000.0,0.2913,17,Monthly,Active,9061.84
887,907,13,2,20250613,20260509,351100.0,0.253,11,Monthly,Active,36096.11
888,1069,15,8,20251109,20260309,235300.0,0.4405,4,Bi-Weekly,Active,64320.69
889,1340,5,3,20250919,20260417,91700.0,0.3226,7,Monthly,Active,14546.03
890,795,12,1,20240428,20241025,306000.0,0.3056,6,Bi-Weekly,Active,55641.03
891,633,5,3,20250303,20251228,250600.0,0.3313,10,Weekly,Restructured,29020.51
892,2130,4,6,20241202,20260225,356900.0,0.3176,15,Monthly,Closed,29137.46
893,582,18,3,20251004,20260830,195100.0,0.3085,11,Bi-Weekly,WrittenOff,20587.79
894,2385,11,4,20240529,20241125,15000.0,0.1779,6,Monthly,Active,2631.31
895,93,4,1,20250822,20270713,321700.0,0.2522,23,Monthly,Active,17782.46
896,1059,3,6,20241215,20260608,402800.0,0.2999,18,Monthly,Active,28061.09
897,1524,1,2,20251112,20270406,90900.0,0.2567,17,Monthly,Active,6434.48
898,2433,9,1,20250801,20260128,134300.0,0.2923,6,Monthly,Active,24329.86
899,1912,2,6,20240909,20260731,416600.0,0.2624,23,Monthly,Active,23241.32
900,36,11,8,20250909,20251208,95800.0,0.4054,3,Bi-Weekly,Closed,34114.85
901,1872,8,5,20240517,20240914,140000.0,0.3463,4,Monthly,Active,37561.02
902,815,12,8,20240104,20240403,144900.0,0.4144,3,Monthly,Active,51673.66
903,2150,4,4,20250105,20251231,124500.0,0.1867,12,Monthly,Active,11453.89
904,1938,3,5,20241011,20250509,82300.0,0.2871,7,Monthly,Active,12908.89
905,480,2,3,20240401,20241028,160500.0,0.2926,7,Weekly,Active,25218.72
906,901,2,5,20251227,20260426,126100.0,0.2995,4,Monthly,WrittenOff,33516.27
907,2053,2,8,20240129,20240627,162700.0,0.3579,5,Monthly,Active,35508.54
908,2303,5,6,20250306,20270326,252300.0,0.3271,25,Weekly,Active,14050.02
909,1510,15,1,20240709,20260331,398700.0,0.232,21,Monthly,Active,23280.37
910,547,11,5,20240804,20250630,119600.0,0.3541,11,Monthly,Active,12890.89
911,974,5,4,20240603,20250728,150800.0,0.2472,14,Bi-Weekly,Restructured,12509.04
912,1990,17,5,20241011,20250310,94100.0,0.3696,5,Monthly,Closed,20594.12
913,1496,14,5,20250502,20260427,112500.0,0.3483,12,Monthly,Active,11236.31
914,505,15,5,20240823,20250219,15000.0,0.3796,6,Bi-Weekly,Restructured,2783.97
915,715,17,7,20250611,20260107,139300.0,0.2535,7,Weekly,Active,21616.69
916,493,14,7,20241123,20260318,251200.0,0.1909,16,Bi-Weekly,Closed,17906.65
917,1173,18,8,20250727,20260123,137600.0,0.4134,6,Bi-Weekly,Active,25776.51
918,1115,6,5,20241120,20250419,93800.0,0.3783,5,Bi-Weekly,Closed,20570.92
919,1355,16,3,20240924,20250621,98300.0,0.2941,9,Monthly,Closed,12303.82
920,2363,3,2,20250105,20251101,309100.0,0.2427,10,Monthly,Active,34451.55
921,1629,6,7,20250516,20260610,104400.0,0.1812,13,Weekly,Active,8905.05
922,1464,17,8,20241205,20250305,224700.0,0.4138,3,Monthly,Active,80123.97
923,916,3,1,20251024,20260621,146400.0,0.2431,8,Bi-Weekly,Active,20007.29
924,1588,10,2,20250112,20251208,195700.0,0.2931,11,Monthly,Active,20502.9
925,2389,7,6,20240804,20260126,223900.0,0.296,18,Monthly,Active,15554.33
926,25,2,2,20240121,20250515,470100.0,0.2677,16,Bi-Weekly,Active,35259.21
927,875,5,1,20241013,20250809,227200.0,0.2291,10,Bi-Weekly,Active,25173.33
928,142,10,8,20240209,20240807,76200.0,0.3688,6,Monthly,Closed,14100.54
929,510,12,1,20240127,20240725,15000.0,0.3447,6,Monthly,Active,2757.27
930,168,13,2,20240928,20250824,140600.0,0.2447,11,Monthly,Active,14398.24
931,1481,3,8,20240731,20240929,162200.0,0.3483,2,Monthly,Active,84647.73
932,2050,6,1,20251008,20261202,312900.0,0.3066,14,Monthly,WrittenOff,26866.44
933,2351,2,7,20250617,20270207,67900.0,0.2204,20,Weekly,Active,4087.38
934,593,1,5,20250801,20260727,63200.0,0.3559,12,Weekly,Active,6336.26
935,1749,8,5,20250202,20251129,173700.0,0.3355,10,Monthly,Active,20151.34
936,823,12,7,20240321,20250614,335700.0,0.2341,15,Bi-Weekly,Active,26030.01
937,790,7,1,20250914,20261208,388000.0,0.2789,15,Monthly,Restructured,30933.47
938,1525,1,1,20241227,20261217,437100.0,0.3162,24,Monthly,Active,24805.46
939,1698,4,2,20241109,20260503,462600.0,0.2541,18,Monthly,Active,31176.08
940,1460,8,4,20250317,20270804,297200.0,0.216,29,Bi-Weekly,Active,13244.65
941,250,7,8,20240429,20240529,95800.0,0.3886,1,Monthly,Active,98902.32
942,1027,15,1,20241217,20251112,144600.0,0.2897,11,Monthly,Active,15125.19
943,715,11,4,20250318,20260512,266700.0,0.221,14,Monthly,Active,21785.21
944,11,18,4,20250524,20260618,42900.0,0.2112,13,Monthly,Closed,3720.73
945,102,4,2,20241231,20260624,126600.0,0.272,18,Bi-Weekly,Active,8643.76
946,1125,7,3,20251229,20260528,69600.0,0.3039,5,Monthly,Active,14995.2
947,252,2,2,20251224,20270518,234200.0,0.297,17,Monthly,Active,17044.67
948,1848,1,2,20240311,20250704,15000.0,0.2326,16,Monthly,Closed,1099.36
949,141,17,5,20240301,20241027,25500.0,0.3676,8,Monthly,Active,3642.35
950,589,9,8,20250111,20250312,70200.0,0.4289,2,Monthly,Closed,36992.81
951,2465,12,4,20250828,20261022,24300.0,0.225,14,Monthly,Closed,1989.61
952,1771,5,6,20250109,20270429,490000.0,0.2823,28,Monthly,Closed,24089.72
953,1394,1,6,20240607,20260925,321100.0,0.2581,28,Monthly,Active,15384.82
954,38,17,7,20250215,20260610,166200.0,0.1845,16,Weekly,Closed,11796.75
955,110,12,7,20251120,20270315,157400.0,0.2066,16,Monthly,Closed,11338.5
956,2271,13,8,20240502,20240929,103500.0,0.3986,5,Monthly,Active,22807.67
957,1999,10,7,20241121,20260714,199100.0,0.2355,20,Monthly,Active,12132.28
958,2376,8,8,20250411,20250908,156200.0,0.3864,5,Monthly,Active,34321.52
959,2021,8,8,20241014,20241213,94500.0,0.3882,2,Weekly,Active,49554.97
960,7,14,6,20240202,20250226,50600.0,0.2301,13,Monthly,Closed,4434.58
961,2014,5,4,20250504,20261225,161700.0,0.2393,20,Bi-Weekly,WrittenOff,9883.48
962,1145,7,3,20250625,20260121,51700.0,0.3366,7,Monthly,Active,8237.3
963,1731,6,5,20250423,20251020,107100.0,0.3693,6,Monthly,WrittenOff,19821.21
964,1035,10,7,20250429,20260723,126300.0,0.231,15,Monthly,Active,9774.29
965,1803,18,7,20250425,20270316,15000.0,0.2237,23,Monthly,Restructured,807.92
966,2105,17,5,20240829,20250725,101600.0,0.3649,11,Monthly,Active,11005.52
967,2437,10,1,20240113,20250706,273000.0,0.3183,18,Monthly,Active,19270.91
968,1352,4,3,20251223,20261019,153600.0,0.3429,10,Monthly,Active,17875.9
969,698,17,5,20240529,20241225,96600.0,0.2847,7,Monthly,WrittenOff,15140.31
970,1529,6,4,20250828,20270719,67800.0,0.187,23,Monthly,Active,3530.26
971,1250,7,4,20250130,20260823,167300.0,0.1821,19,Monthly,Active,10201.75
972,507,16,3,20250129,20251225,91900.0,0.3581,11,Monthly,Closed,9923.61
973,1812,5,1,20240116,20260105,121000.0,0.2765,24,Monthly,Active,6619.95
974,193,9,4,20251225,20270718,174000.0,0.2013,19,Weekly,Active,10770.67
975,1008,17,4,20250121,20270511,194900.0,0.2202,28,Monthly,Active,8963.68
976,1731,6,7,20250829,20260327,168500.0,0.1627,7,Weekly,Closed,25394.48
977,2303,12,1,20250722,20260816,225100.0,0.3114,13,Monthly,Closed,20621.59
978,1552,1,4,20240410,20261126,15000.0,0.1561,32,Weekly,Active,576.06
979,2449,18,7,20251123,20270616,238500.0,0.1647,19,Monthly,Closed,14345.86
980,2081,8,3,20250308,20251103,15000.0,0.326,8,Monthly,Active,2111.38
981,591,13,3,20240515,20241012,181000.0,0.2828,5,Bi-Weekly,Active,38799.07
982,2112,10,1,20250228,20261120,503200.0,0.339,21,Monthly,Active,32095.6
983,841,8,5,20250326,20260321,96700.0,0.3414,12,Bi-Weekly,Active,9625.02
984,1578,8,7,20250422,20260517,143300.0,0.234,13,Bi-Weekly,Active,12585.78
985,503,1,4,20240823,20270311,150300.0,0.2307,31,Monthly,Active,6480.93
986,1346,5,4,20251118,20271108,135900.0,0.2196,24,Monthly,Closed,7047.56
987,1699,7,6,20240622,20260314,696100.0,0.2501,21,Monthly,Active,41267.88
988,2286,7,4,20241225,20260419,52500.0,0.2479,16,Monthly,Restructured,3886.82
989,2359,5,4,20250905,20270528,42500.0,0.2332,21,Monthly,Closed,2484.11
990,2004,12,7,20240226,20250322,93800.0,0.2625,13,Monthly,Active,8367.99
991,1397,15,3,20241022,20250719,261900.0,0.3449,9,Monthly,Closed,33439.74
992,2207,17,7,20241216,20250813,73800.0,0.1881,8,Weekly,WrittenOff,9887.51
993,266,18,3,20250718,20260315,170100.0,0.3287,8,Monthly,Closed,23965.93
994,2490,12,5,20250729,20260525,138200.0,0.3527,10,Monthly,Active,16151.0
995,510,8,3,20250805,20260701,194500.0,0.3549,11,Monthly,Active,20971.61
996,1009,12,6,20240919,20260412,482900.0,0.3197,19,Monthly,Closed,32718.87
997,2269,3,4,20241225,20261215,233400.0,0.2151,24,Monthly,Closed,12051.96
998,1793,15,2,20240120,20241016,287000.0,0.2135,9,Monthly,Active,34792.35
999,2125,10,6,20250824,20280311,246900.0,0.2244,31,Monthly,Active,10567.05
1000,1721,3,8,20240809,20241107,131800.0,0.3658,3,Monthly,Active,46638.61
1001,1503,8,1,20241207,20260531,209300.0,0.2822,18,Monthly,Closed,14396.11
1002,436,6,5,20250513,20251209,203500.0,0.3851,7,Weekly,Closed,32921.01
1003,2491,7,6,20250721,20270112,234800.0,0.3256,18,Monthly,Active,16660.93
1004,1592,1,6,20240303,20260422,397300.0,0.3088,26,Monthly,Active,21147.25
1005,1671,1,2,20250714,20260907,69900.0,0.2869,14,Monthly,WrittenOff,5933.89
1006,1071,7,1,20241001,20260325,265900.0,0.2788,18,Monthly,Active,18244.27
1007,2381,6,5,20241101,20250828,77100.0,0.2945,10,Monthly,Closed,8788.5
1008,1127,18,6,20240407,20260726,428100.0,0.2498,28,Monthly,Active,20329.74
1009,476,5,3,20250607,20260503,189100.0,0.259,11,Monthly,Active,19496.29
1010,451,6,3,20241213,20250711,239200.0,0.2866,7,Monthly,Active,37512.95
1011,1747,17,5,20240316,20241111,150200.0,0.3248,8,Monthly,Active,21132.99
1012,1862,16,4,20240413,20251204,114700.0,0.225,20,Weekly,Active,6930.34
1013,515,2,4,20250611,20270502,44400.0,0.2241,23,Monthly,Active,2392.31
1014,1745,2,6,20240320,20250613,187700.0,0.2593,15,Monthly,Closed,14784.19
1015,2494,2,8,20250116,20250715,144200.0,0.4171,6,Monthly,Restructured,27040.28
1016,1331,9,7,20250525,20260818,132600.0,0.1799,15,Monthly,Closed,9936.99
1017,2427,11,1,20251028,20270220,281000.0,0.3003,16,Monthly,Active,21528.5
1018,392,7,3,20240425,20250321,102500.0,0.2867,11,Monthly,Active,10706.45
1019,1008,1,1,20240804,20250928,422500.0,0.3327,14,Monthly,Active,36824.75
1020,1393,4,7,20240423,20250617,15000.0,0.2006,14,Monthly,Closed,1210.58
1021,896,12,6,20251005,20271124,225500.0,0.3004,26,Monthly,Active,11904.04
1022,251,7,2,20250309,20260831,120700.0,0.2135,18,Monthly,Closed,7895.47
1023,1146,3,7,20251219,20261015,103300.0,0.2052,10,Monthly,Active,11326.23
1024,849,12,5,20240201,20240531,146100.0,0.3572,4,Monthly,Active,39282.92
1025,510,12,1,20250531,20260126,215500.0,0.2387,8,Weekly,Active,29404.13
1026,931,9,2,20240125,20250419,262200.0,0.285,15,Monthly,Active,20982.72
1027,1046,17,7,20240320,20240916,173100.0,0.1625,6,Monthly,Closed,30232.69
1028,2209,16,3,20241111,20250907,116500.0,0.3263,10,Monthly,Active,13462.34
1029,1229,1,5,20240925,20250821,107200.0,0.3936,11,Monthly,Active,11766.3
1030,1039,17,8,20240923,20250220,140100.0,0.4286,5,Monthly,Active,31092.55
1031,974,1,3,20240219,20240718,60800.0,0.2753,5,Monthly,Closed,13009.56
1032,1497,9,1,20250202,20260727,194300.0,0.2947,18,Monthly,Active,13485.4
1033,689,17,1,20240906,20251031,292600.0,0.337,14,Monthly,Closed,25565.56
1034,2187,18,8,20251227,20260126,222600.0,0.3755,1,Monthly,Active,229565.52
1035,1047,1,5,20250731,20251128,147700.0,0.3292,4,Monthly,Restructured,39491.7
1036,1065,2,3,20241113,20250909,286700.0,0.3084,10,Monthly,Closed,32876.59
1037,160,5,1,20250713,20261105,308300.0,0.3171,16,Bi-Weekly,Active,23878.14
1038,2210,5,6,20250225,20270215,253900.0,0.2339,24,Monthly,Active,13346.79
1039,1178,6,1,20241228,20260820,242300.0,0.3188,20,Monthly,Active,15773.8
1040,342,8,1,20251102,20270126,236300.0,0.2813,15,Monthly,Closed,18867.01
1041,429,6,5,20250305,20260228,71600.0,0.3397,12,Monthly,Closed,7120.64
1042,913,11,6,20241219,20260113,381300.0,0.2733,13,Monthly,Active,34217.13
1043,1952,16,5,20250218,20250718,109300.0,0.358,5,Monthly,Active,23854.8
1044,237,10,8,20250724,20250922,26100.0,0.3994,2,Monthly,Closed,13705.08
1045,302,6,3,20250626,20260122,216200.0,0.3632,7,Monthly,Closed,34736.36
1046,1403,11,5,20250205,20260131,15000.0,0.3697,12,Monthly,Active,1514.21
1047,1248,12,3,20240509,20241205,124400.0,0.2961,7,Weekly,Closed,19568.2
1048,2394,17,3,20250410,20251007,220500.0,0.361,6,Bi-Weekly,Active,40714.99
1049,1881,18,2,20241110,20250608,322900.0,0.2596,7,Monthly,Active,50205.63
1050,1643,5,7,20251112,20261207,91400.0,0.2051,13,Monthly,Restructured,7900.43
1051,840,17,6,20251026,20270320,635000.0,0.3054,17,Monthly,Closed,46480.27
1052,1566,15,6,20240101,20250425,249600.0,0.2488,16,Monthly,Active,18490.03
1053,1461,3,2,20251231,20260729,15000.0,0.2086,7,Monthly,Active,2294.42
1054,696,11,1,20251020,20270413,304300.0,0.3007,18,Bi-Weekly,Active,21211.27
