action_id,loan_id,action_date_key,reference_month_end_date_key,dpd_at_action,action_type,outcome,collector_id,collection_team,amount_recovered
1130,1196,20251130,20251130,147,Phone Call,Paid Partial,45,In-house,8649.68
1131,94,20250719,20250731,48,Phone Call,No Answer,60,In-house,0.0
1132,4098,20240827,20240831,48,Phone Call,Paid Full,6,In-house,18704.5
1133,1548,20250924,20250930,139,SMS Reminder,PTP Given,42,In-house,0.0
1134,128,20251030,20251031,183,SMS Reminder,Paid Full,22,In-house,55268.64
1135,2250,20251211,20251231,175,Restructure Offer,Paid Partial,41,In-house,3845.95
1136,2200,20240907,20240930,63,Phone Call,Paid Full,20,Agency A,8236.55
1137,2013,20241018,20241031,42,Restructure Offer,No Answer,47,In-house,0.0
1138,1517,20250924,20250930,112,Demand Letter,PTP Broken,64,In-house,0.0
1139,3724,20250222,20250228,179,Promise to Pay,PTP Given,8,In-house,0.0
1140,277,20240808,20240831,35,SMS Reminder,Escalated,49,In-house,0.0
1141,956,20250821,20250831,332,Phone Call,Reached,37,In-house,0.0
1142,2131,20240908,20240930,36,Restructure Offer,Reached,34,In-house,0.0
1143,589,20250720,20250731,310,SMS Reminder,PTP Given,20,Agency A,0.0
1144,809,20250606,20250630,39,Promise to Pay,Reached,63,In-house,0.0
1145,2160,20241126,20241130,320,Demand Letter,Restructured,3,Agency B,0.0
1146,2255,20251117,20251130,92,Restructure Offer,No Answer,60,In-house,0.0
1147,1878,20250324,20250331,52,Promise to Pay,Paid Partial,1,In-house,6371.66
1148,3517,20250610,20250630,360,SMS Reminder,Paid Partial,44,In-house,1397.99
1149,2232,20251013,20251031,186,Phone Call,Reached,21,Agency A,0.0
1150,398,20250816,20250831,340,Promise to Pay,Paid Full,4,In-house,11653.14
1151,2210,20250507,20250531,282,SMS Reminder,PTP Given,13,In-house,0.0
1152,3602,20251115,20251130,289,SMS Reminder,No Answer,17,Agency B,0.0
1153,2436,20250516,20250531,30,Demand Letter,No Answer,46,In-house,0.0
1154,2975,20250909,20250930,47,Phone Call,PTP Given,28,In-house,0.0
1155,878,20250912,20250930,246,SMS Reminder,Escalated,57,In-house,0.0
1156,1941,20250918,20250930,360,Legal Notice,Reached,41,In-house,0.0
1157,1219,20240926,20240930,45,Phone Call,Reached,43,In-house,0.0
1158,1104,20251207,20251231,93,SMS Reminder,Restructured,10,In-house,0.0
1159,2196,20250212,20250228,122,Restructure Offer,PTP Broken,34,In-house,0.0
1160,3171,20250321,20250331,75,Phone Call,Paid Partial,22,In-house,8073.93
1161,874,20251008,20251031,281,Promise to Pay,Paid Partial,9,In-house,13578.14
1162,995,20251011,20251031,67,Restructure Offer,No Answer,51,Agency B,0.0
1163,3216,20241127,20241130,141,Phone Call,PTP Broken,46,In-house,0.0
1164,1916,20250423,20250430,32,SMS Reminder,PTP Broken,48,In-house,0.0
1165,489,20250523,20250531,38,Promise to Pay,Reached,49,In-house,0.0
1166,234,20250521,20250531,60,SMS Reminder,Reached,62,Agency B,0.0
1167,959,20250607,20250630,194,Phone Call,Paid Full,2,In-house,70222.53
1168,513,20240817,20240831,57,Field Visit,PTP Broken,7,In-house,0.0
1169,1759,20251226,20251231,134,SMS Reminder,No Answer,55,In-house,0.0
1170,1164,20250216,20250228,197,Restructure Offer,Reached,63,Agency B,0.0
1171,255,20250929,20250930,53,SMS Reminder,Escalated,55,Agency B,0.0
1172,23,20241108,20241130,274,SMS Reminder,No Answer,22,In-house,0.0
1173,2553,20250607,20250630,160,SMS Reminder,Reached,1,In-house,0.0
1174,926,20251231,20251231,287,Legal Notice,PTP Given,39,In-house,0.0
1175,1238,20250421,20250430,30,Field Visit,PTP Given,22,In-house,0.0
1176,2052,20240809,20240831,104,SMS Reminder,Paid Full,5,Agency A,40517.45
1177,2366,20241215,20241231,33,Phone Call,Paid Partial,63,In-house,4987.4
1178,1543,20250207,20250228,145,SMS Reminder,Reached,13,In-house,0.0
1179,1157,20251024,20251031,311,Phone Call,Reached,56,Agency A,0.0
1180,1632,20250129,20250131,52,Phone Call,Reached,41,In-house,0.0
1181,1953,20251015,20251031,188,SMS Reminder,PTP Broken,49,Agency B,0.0
1182,1268,20251226,20251231,79,Demand Letter,Reached,37,In-house,0.0
1183,1512,20251231,20251231,336,Phone Call,Reached,31,In-house,0.0
1184,2106,20250109,20250131,120,Field Visit,PTP Given,22,In-house,0.0
1185,2717,20250709,20250731,209,SMS Reminder,Reached,12,In-house,0.0
1186,2128,20250828,20250831,178,SMS Reminder,PTP Broken,52,In-house,0.0
1187,956,20240812,20240831,46,Restructure Offer,Escalated,55,Agency B,0.0
1188,956,20240907,20240930,63,SMS Reminder,Reached,1,In-house,0.0
1189,3493,20250519,20250531,186,Restructure Offer,Reached,43,In-house,0.0
1190,3444,20250717,20250731,184,Phone Call,No Answer,26,In-house,0.0
1191,2043,20240830,20240831,56,SMS Reminder,Restructured,61,In-house,0.0
1192,902,20250424,20250430,303,Phone Call,Restructured,4,In-house,0.0
1193,2250,20250908,20250930,100,Phone Call,Escalated,64,In-house,0.0
1194,2559,20250521,20250531,312,Demand Letter,No Answer,45,Agency A,0.0
1195,2697,20251231,20251231,126,Demand Letter,Reached,35,In-house,0.0
1196,1753,20251109,20251130,345,Restructure Offer,Reached,37,In-house,0.0
1197,2382,20251106,20251130,166,SMS Reminder,No Answer,16,In-house,0.0
1198,3475,20250824,20250831,83,SMS Reminder,Reached,54,In-house,0.0
1199,3910,20251022,20251031,256,Phone Call,PTP Given,62,In-house,0.0
1200,3430,20250428,20250430,132,Phone Call,PTP Given,28,In-house,0.0
1201,4191,20250715,20250731,257,SMS Reminder,Reached,6,In-house,0.0
1202,3487,20240919,20240930,90,Promise to Pay,Paid Partial,36,In-house,7888.63
1203,1809,20250330,20250331,74,Phone Call,Paid Full,43,In-house,31197.63
1204,3068,20240523,20240531,45,SMS Reminder,No Answer,22,In-house,0.0
1205,3030,20251031,20251031,132,Phone Call,Escalated,18,Agency A,0.0
1206,77,20250618,20250630,360,SMS Reminder,Reached,49,In-house,0.0
1207,3665,20251215,20251231,34,Phone Call,Paid Partial,18,Agency A,10389.01
1208,2997,20251129,20251130,35,Legal Notice,Escalated,16,In-house,0.0
1209,2531,20251106,20251130,36,Promise to Pay,Reached,41,In-house,0.0
1210,1657,20250520,20250531,185,Restructure Offer,Reached,45,In-house,0.0
1211,272,20251013,20251031,95,Field Visit,No Answer,34,In-house,0.0
1212,404,20240722,20240731,50,Promise to Pay,PTP Given,49,Agency B,0.0
1213,886,20250525,20250531,37,Promise to Pay,No Answer,23,In-house,0.0
1214,2330,20250607,20250630,116,Field Visit,Reached,51,Agency A,0.0
1215,668,20250111,20250131,269,Legal Notice,No Answer,53,Agency B,0.0
1216,848,20251227,20251231,36,Phone Call,Escalated,57,In-house,0.0
1217,118,20241210,20241231,70,Phone Call,Paid Full,29,In-house,39792.06
1218,2642,20250331,20250331,154,SMS Reminder,Escalated,16,In-house,0.0
1219,2632,20250319,20250331,262,Promise to Pay,Escalated,34,Agency A,0.0
1220,2666,20250915,20250930,101,SMS Reminder,PTP Broken,55,In-house,0.0
1221,3068,20250624,20250630,278,Restructure Offer,No Answer,28,Agency B,0.0
1222,108,20250108,20250131,235,SMS Reminder,PTP Broken,36,In-house,0.0
1223,632,20250207,20250228,216,Field Visit,No Answer,64,In-house,0.0
1224,2737,20250728,20250731,271,Demand Letter,PTP Given,59,In-house,0.0
1225,2236,20250722,20250731,280,Restructure Offer,Reached,10,In-house,0.0
1226,3066,20250216,20250228,30,Phone Call,Paid Partial,35,In-house,9714.75
1227,1727,20251014,20251031,188,Restructure Offer,No Answer,12,In-house,0.0
1228,1648,20251010,20251031,252,SMS Reminder,PTP Given,37,In-house,0.0
1229,932,20251108,20251130,130,SMS Reminder,No Answer,15,Agency A,0.0
1230,1488,20250326,20250331,68,Phone Call,PTP Given,2,Agency A,0.0
1231,2105,20251120,20251130,248,SMS Reminder,PTP Given,64,In-house,0.0
1232,401,20241010,20241031,75,SMS Reminder,PTP Given,42,In-house,0.0
1233,3768,20251212,20251231,316,Restructure Offer,PTP Broken,62,In-house,0.0
1234,4173,20250821,20250831,61,SMS Reminder,PTP Given,35,Agency A,0.0
1235,703,20251107,20251130,256,Phone Call,No Answer,14,In-house,0.0
1236,3115,20250328,20250331,36,SMS Reminder,Reached,3,In-house,0.0
1237,3451,20250327,20250331,63,SMS Reminder,Reached,42,In-house,0.0
1238,120,20240129,20240131,31,Phone Call,No Answer,27,In-house,0.0
1239,165,20250708,20250731,81,Phone Call,PTP Broken,36,Agency A,0.0
1240,3977,20250131,20250131,61,Field Visit,No Answer,16,In-house,0.0
1241,3371,20250426,20250430,139,Phone Call,Reached,17,In-house,0.0
1242,456,20251214,20251231,109,Legal Notice,PTP Broken,18,In-house,0.0
1243,2785,20251216,20251231,296,SMS Reminder,No Answer,35,Agency B,0.0
1244,1221,20241127,20241130,118,Phone Call,PTP Broken,43,In-house,0.0
1245,2809,20250427,20250430,31,SMS Reminder,Reached,30,In-house,0.0
1246,3187,20251210,20251231,268,Field Visit,No Answer,26,In-house,0.0
1247,775,20241229,20241231,30,SMS Reminder,Reached,64,In-house,0.0
1248,3356,20250614,20250630,33,SMS Reminder,Paid Partial,45,In-house,22935.79
1249,3096,20251221,20251231,50,Demand Letter,No Answer,43,In-house,0.0
1250,1043,20251229,20251231,117,Phone Call,Reached,35,In-house,0.0
1251,2439,20241014,20241031,298,SMS Reminder,PTP Given,45,In-house,0.0
1252,3802,20251014,20251031,267,SMS Reminder,PTP Given,11,In-house,0.0
1253,694,20250417,20250430,87,SMS Reminder,Paid Partial,17,In-house,21393.08
1254,382,20251119,20251130,70,Promise to Pay,Paid Full,39,In-house,35846.36
1255,740,20240820,20240831,54,SMS Reminder,Paid Partial,27,In-house,16585.43
1256,603,20240907,20240930,62,Legal Notice,Paid Full,16,In-house,10235.72
1257,2944,20250508,20250531,219,Restructure Offer,No Answer,54,In-house,0.0
1258,1965,20241123,20241130,94,Legal Notice,No Answer,13,In-house,0.0
1259,3936,20251230,20251231,65,Phone Call,PTP Broken,63,In-house,0.0
1260,3877,20250708,20250731,122,Phone Call,Reached,18,In-house,0.0
1261,724,20251229,20251231,239,SMS Reminder,Restructured,38,In-house,0.0
1262,119,20250812,20250831,254,SMS Reminder,PTP Broken,26,In-house,0.0
1263,3409,20240607,20240630,122,SMS Reminder,Paid Partial,8,In-house,16730.13
1264,410,20250525,20250531,84,SMS Reminder,PTP Given,15,In-house,0.0
1265,405,20250523,20250531,103,Restructure Offer,PTP Given,52,In-house,0.0
1266,3656,20251231,20251231,313,Restructure Offer,Reached,27,In-house,0.0
1267,1263,20250819,20250831,206,SMS Reminder,PTP Broken,30,In-house,0.0
1268,3343,20251210,20251231,176,Promise to Pay,Paid Partial,30,In-house,25226.6
1269,1768,20250929,20250930,54,Field Visit,Paid Full,10,In-house,4066.67
1270,330,20250523,20250531,83,Restructure Offer,PTP Broken,3,In-house,0.0
1271,3707,20251231,20251231,109,Phone Call,Reached,46,Agency B,0.0
1272,104,20250823,20250831,360,Field Visit,Reached,41,In-house,0.0
1273,133,20250412,20250430,82,Phone Call,Reached,53,In-house,0.0
1274,3781,20250923,20250930,56,Phone Call,Paid Partial,14,In-house,12232.98
1275,742,20241125,20241130,48,SMS Reminder,No Answer,60,In-house,0.0
1276,3441,20251026,20251031,56,SMS Reminder,No Answer,39,In-house,0.0
1277,3698,20241007,20241031,76,Restructure Offer,Escalated,35,In-house,0.0
1278,273,20251029,20251031,77,Demand Letter,Paid Partial,37,In-house,6808.88
1279,3085,20250725,20250731,53,Restructure Offer,Paid Partial,45,Agency A,8811.74
1280,685,20251124,20251130,301,SMS Reminder,PTP Given,55,Agency A,0.0
1281,2448,20250813,20250831,140,SMS Reminder,No Answer,51,In-house,0.0
1282,465,20250918,20250930,41,Restructure Offer,Paid Partial,28,In-house,21154.47
1283,2938,20240913,20240930,102,SMS Reminder,Reached,63,In-house,0.0
1284,1397,20250512,20250531,151,Promise to Pay,No Answer,63,Agency A,0.0
1285,2260,20251215,20251231,229,Demand Letter,PTP Given,18,In-house,0.0
1286,3556,20241122,20241130,42,Legal Notice,Paid Partial,29,In-house,3242.69
1287,2184,20251211,20251231,113,Promise to Pay,Restructured,5,Agency B,0.0
1288,2063,20240730,20240731,40,Field Visit,PTP Given,56,In-house,0.0
1289,4157,20250930,20250930,30,Phone Call,No Answer,26,In-house,0.0
1290,2926,20240821,20240831,107,SMS Reminder,Restructured,59,In-house,0.0
1291,3339,20250822,20250831,67,SMS Reminder,Paid Partial,9,In-house,10015.9
1292,2766,20250623,20250630,290,Phone Call,No Answer,56,In-house,0.0
1293,4014,20250330,20250331,331,Demand Letter,Paid Partial,11,In-house,6307.69
1294,575,20251011,20251031,58,Phone Call,Paid Full,43,In-house,28632.03
1295,669,20251022,20251031,275,Demand Letter,No Answer,49,In-house,0.0
1296,926,20250212,20250228,48,SMS Reminder,PTP Given,64,In-house,0.0
1297,4151,20250709,20250731,144,SMS Reminder,Reached,32,In-house,0.0
1298,3612,20251216,20251231,87,SMS Reminder,No Answer,48,Agency B,0.0
1299,1789,20251106,20251130,350,Phone Call,Reached,33,In-house,0.0
1300,4015,20240828,20240831,66,Restructure Offer,Reached,51,In-house,0.0
1301,2212,20251106,20251130,60,Phone Call,PTP Broken,42,In-house,0.0
1302,3036,20250623,20250630,95,SMS Reminder,Paid Partial,56,In-house,18411.34
1303,545,20251219,20251231,277,SMS Reminder,No Answer,11,Agency A,0.0
1304,3346,20250827,20250831,71,Restructure Offer,No Answer,13,In-house,0.0
1305,627,20250828,20250831,72,Phone Call,No Answer,32,In-house,0.0
1306,1658,20250921,20250930,360,SMS Reminder,Paid Partial,52,In-house,8572.44
1307,1640,20250207,20250228,44,SMS Reminder,No Answer,20,In-house,0.0
1308,564,20250723,20250731,257,Phone Call,Paid Partial,19,In-house,17265.52
1309,3068,20240915,20240930,62,Restructure Offer,PTP Given,11,In-house,0.0
1310,2815,20250919,20250930,228,Phone Call,PTP Broken,12,In-house,0.0
1311,3685,20250215,20250228,207,Phone Call,PTP Given,47,In-house,0.0
1312,2361,20251121,20251130,71,Field Visit,No Answer,34,In-house,0.0
1313,1715,20251217,20251231,200,Restructure Offer,Escalated,19,Agency A,0.0
1314,2729,20250225,20250228,314,Field Visit,PTP Given,35,In-house,0.0
1315,2525,20251107,20251130,158,Field Visit,No Answer,14,In-house,0.0
1316,3464,20250821,20250831,102,Demand Letter,Paid Full,39,In-house,30155.07
1317,2556,20250912,20250930,342,SMS Reminder,PTP Given,45,In-house,0.0
1318,2729,20240716,20240731,152,SMS Reminder,PTP Given,55,In-house,0.0
1319,3754,20250128,20250131,86,Promise to Pay,Paid Partial,31,Agency B,726.47
1320,36,20241127,20241130,41,SMS Reminder,Reached,4,In-house,0.0
1321,3784,20250615,20250630,232,SMS Reminder,Reached,41,In-house,0.0
1322,3690,20241210,20241231,106,Promise to Pay,PTP Broken,2,Agency B,0.0
1323,2920,20251218,20251231,227,Field Visit,Restructured,38,In-house,0.0
1324,657,20250721,20250731,360,Legal Notice,Paid Full,9,In-house,30080.18
1325,4175,20241107,20241130,45,SMS Reminder,PTP Given,60,In-house,0.0
1326,2910,20241231,20241231,131,Legal Notice,Paid Partial,2,In-house,9403.03
1327,2640,20240411,20240430,93,Phone Call,Reached,55,In-house,0.0
1328,3693,20251214,20251231,62,SMS Reminder,PTP Broken,21,In-house,0.0
1329,3922,20251225,20251231,97,Phone Call,Reached,58,In-house,0.0
1330,4194,20241229,20241231,244,Promise to Pay,PTP Given,51,In-house,0.0
1331,1361,20250712,20250731,85,SMS Reminder,Escalated,37,Agency A,0.0
1332,289,20250916,20250930,108,Phone Call,No Answer,62,In-house,0.0
1333,2802,20250522,20250531,360,Promise to Pay,PTP Broken,29,Agency A,0.0
1334,1848,20241018,20241031,50,Field Visit,PTP Broken,31,Agency B,0.0
1335,2448,20240612,20240630,85,Restructure Offer,Reached,52,In-house,0.0
1336,4139,20250616,20250630,30,Phone Call,No Answer,44,In-house,0.0
1337,2656,20250910,20250930,340,Field Visit,PTP Given,38,In-house,0.0
1338,2821,20250917,20250930,186,Phone Call,No Answer,61,In-house,0.0
1339,1744,20251110,20251130,360,Demand Letter,No Answer,6,In-house,0.0
1340,4014,20241207,20241231,304,SMS Reminder,Paid Full,8,In-house,17450.81
1341,2207,20250717,20250731,194,Demand Letter,Restructured,11,In-house,0.0
1342,306,20250509,20250531,31,Field Visit,Escalated,49,Agency A,0.0
1343,3442,20251115,20251130,116,Phone Call,Reached,1,In-house,0.0
1344,1896,20250423,20250430,35,SMS Reminder,Paid Partial,11,Agency A,16618.01
1345,3724,20250826,20250831,302,SMS Reminder,Reached,26,In-house,0.0
1346,988,20250829,20250831,108,Phone Call,Reached,58,In-house,0.0
1347,2535,20250323,20250331,30,Phone Call,Paid Partial,17,In-house,7259.66
1348,1700,20251213,20251231,360,Promise to Pay,Paid Partial,37,In-house,11883.28
1349,2831,20251114,20251130,343,SMS Reminder,No Answer,14,Agency A,0.0
1350,3611,20250627,20250630,310,Phone Call,Reached,27,In-house,0.0
1351,122,20250726,20250731,225,Demand Letter,Reached,10,In-house,0.0
1352,3189,20240812,20240831,144,SMS Reminder,Reached,7,In-house,0.0
1353,3820,20251027,20251031,360,Phone Call,PTP Broken,11,In-house,0.0
1354,3323,20251012,20251031,59,Phone Call,No Answer,20,In-house,0.0
1355,3354,20251214,20251231,360,SMS Reminder,PTP Given,55,In-house,0.0
1356,4010,20250919,20250930,277,SMS Reminder,No Answer,52,In-house,0.0
1357,2348,20241222,20241231,70,Phone Call,Paid Full,5,In-house,12972.75
1358,1230,20250907,20250930,260,SMS Reminder,Paid Partial,40,Agency B,11934.22
1359,2784,20251223,20251231,110,SMS Reminder,PTP Given,38,Agency A,0.0
1360,398,20250616,20250630,293,Phone Call,PTP Given,34,In-house,0.0
1361,1491,20251024,20251031,264,SMS Reminder,Paid Partial,29,In-house,7174.19
1362,2584,20250722,20250731,168,Phone Call,No Answer,16,In-house,0.0
1363,440,20251009,20251031,51,Promise to Pay,Reached,8,In-house,0.0
1364,1364,20240930,20240930,74,Field Visit,Paid Partial,62,In-house,14233.61
1365,4121,20250218,20250228,103,SMS Reminder,Restructured,27,In-house,0.0
1366,2495,20250717,20250731,360,Phone Call,Escalated,16,In-house,0.0
1367,2729,20240413,20240430,65,SMS Reminder,Escalated,62,In-house,0.0
1368,46,20250811,20250831,79,SMS Reminder,Reached,36,In-house,0.0
1369,57,20250206,20250228,73,Phone Call,No Answer,36,In-house,0.0
1370,499,20250407,20250430,253,Promise to Pay,PTP Broken,62,In-house,0.0
1371,1285,20250310,20250331,277,SMS Reminder,No Answer,12,In-house,0.0
1372,908,20251013,20251031,115,SMS Reminder,Reached,20,In-house,0.0
1373,591,20250818,20250831,310,SMS Reminder,No Answer,58,In-house,0.0
1374,2383,20251010,20251031,276,Phone Call,Paid Partial,9,In-house,23653.8
1375,1880,20250910,20250930,151,SMS Reminder,Paid Full,39,In-house,12607.88
1376,386,20250617,20250630,44,SMS Reminder,Paid Partial,42,Agency B,7420.28
1377,356,20240825,20240831,78,Demand Letter,PTP Given,19,In-house,0.0
1378,2980,20250309,20250331,30,SMS Reminder,No Answer,22,In-house,0.0
1379,2058,20241014,20241031,49,SMS Reminder,PTP Given,16,Agency A,0.0
1380,1409,20251125,20251130,102,SMS Reminder,No Answer,13,In-house,0.0
1381,45,20251210,20251231,360,Restructure Offer,PTP Given,62,Agency A,0.0
1382,3187,20250510,20250531,69,Phone Call,Paid Partial,38,In-house,2962.65
1383,55,20251125,20251130,56,SMS Reminder,Paid Partial,1,Agency B,5115.41
1384,4179,20251015,20251031,114,SMS Reminder,Reached,59,In-house,0.0
1385,3870,20250410,20250430,81,Phone Call,PTP Broken,55,In-house,0.0
1386,2838,20250716,20250731,49,SMS Reminder,No Answer,44,In-house,0.0
1387,2726,20251020,20251031,73,SMS Reminder,No Answer,47,In-house,0.0
1388,2712,20241118,20241130,302,Promise to Pay,Escalated,49,In-house,0.0
1389,4056,20241228,20241231,138,Promise to Pay,No Answer,22,In-house,0.0
1390,3722,20251116,20251130,176,Phone Call,Paid Full,56,In-house,1867.65
1391,2323,20251015,20251031,156,SMS Reminder,Reached,50,In-house,0.0
1392,3085,20251229,20251231,56,Promise to Pay,Paid Partial,10,In-house,12399.02
1393,3701,20250124,20250131,98,Phone Call,Reached,54,Agency B,0.0
1394,1532,20240819,20240831,61,Phone Call,No Answer,58,In-house,0.0
1395,1831,20251026,20251031,321,Phone Call,Paid Partial,32,In-house,4332.92
1396,2415,20250930,20250930,169,SMS Reminder,Paid Partial,61,In-house,3921.78
1397,494,20250627,20250630,165,Field Visit,Restructured,46,Agency A,0.0
1398,466,20241023,20241031,35,SMS Reminder,Escalated,28,In-house,0.0
1399,4015,20251217,20251231,360,Field Visit,Escalated,37,In-house,0.0
1400,2449,20250914,20250930,110,Legal Notice,PTP Given,28,In-house,0.0
1401,805,20251110,20251130,333,SMS Reminder,No Answer,4,Agency A,0.0
1402,2999,20250617,20250630,70,SMS Reminder,Escalated,48,In-house,0.0
1403,1657,20250325,20250331,121,SMS Reminder,Restructured,12,In-house,0.0
1404,1285,20250507,20250531,338,Demand Letter,PTP Given,58,Agency A,0.0
1405,4135,20250708,20250731,78,SMS Reminder,Escalated,23,In-house,0.0
1406,171,20240718,20240731,42,Demand Letter,Paid Full,23,In-house,14463.6
1407,3157,20241126,20241130,135,SMS Reminder,No Answer,59,In-house,0.0
1408,1558,20251215,20251231,142,Promise to Pay,No Answer,44,In-house,0.0
1409,438,20251009,20251031,314,Phone Call,Reached,44,In-house,0.0
1410,3903,20250707,20250731,341,Field Visit,No Answer,37,In-house,0.0
1411,1052,20240819,20240831,72,Promise to Pay,PTP Given,12,Agency B,0.0
1412,3918,20250426,20250430,39,SMS Reminder,Reached,20,In-house,0.0
1413,1564,20241211,20241231,174,SMS Reminder,PTP Given,12,In-house,0.0
1414,522,20250118,20250131,47,Promise to Pay,Escalated,11,Agency A,0.0
1415,3524,20251227,20251231,148,Promise to Pay,Paid Partial,10,In-house,6860.86
1416,591,20250313,20250331,213,Promise to Pay,Paid Partial,37,In-house,10148.56
1417,4181,20241208,20241231,150,Phone Call,Paid Full,35,In-house,4844.04
1418,3409,20241226,20241231,293,Phone Call,Restructured,2,Agency B,0.0
1419,891,20251019,20251031,82,SMS Reminder,Paid Partial,54,Agency B,22873.39
1420,645,20251228,20251231,207,Field Visit,Reached,36,In-house,0.0
1421,3080,20250628,20250630,315,Phone Call,Reached,37,In-house,0.0
1422,589,20241218,20241231,252,Phone Call,Restructured,30,In-house,0.0
1423,3916,20251212,20251231,64,Phone Call,No Answer,50,In-house,0.0
1424,4,20250908,20250930,340,Demand Letter,PTP Given,22,In-house,0.0
1425,2058,20250710,20250731,158,Legal Notice,PTP Given,58,In-house,0.0
1426,3387,20250915,20250930,84,Phone Call,Escalated,56,In-house,0.0
1427,1945,20251020,20251031,304,Restructure Offer,PTP Given,27,Agency A,0.0
1428,4175,20250117,20250131,101,Field Visit,PTP Given,42,In-house,0.0
1429,2027,20251129,20251130,80,Phone Call,PTP Broken,42,Agency B,0.0
1430,3969,20251023,20251031,50,Phone Call,No Answer,50,In-house,0.0
1431,1530,20250916,20250930,360,Promise to Pay,PTP Given,31,In-house,0.0
1432,1029,20251128,20251130,183,Promise to Pay,Reached,60,In-house,0.0
1433,2740,20240929,20240930,63,Promise to Pay,No Answer,40,In-house,0.0
1434,3505,20250609,20250630,251,SMS Reminder,Paid Partial,55,In-house,8737.59
1435,2458,20250920,20250930,188,Phone Call,Escalated,53,In-house,0.0
1436,3903,20250310,20250331,246,Promise to Pay,PTP Broken,2,Agency A,0.0
1437,866,20240917,20240930,55,SMS Reminder,Reached,26,In-house,0.0
1438,1436,20250606,20250630,162,SMS Reminder,PTP Given,54,In-house,0.0
1439,3104,20251220,20251231,294,Phone Call,Restructured,3,In-house,0.0
1440,3929,20250811,20250831,126,SMS Reminder,PTP Broken,56,Agency A,0.0
1441,3016,20240910,20240930,171,Phone Call,Reached,60,Agency B,0.0
1442,352,20250507,20250531,116,Field Visit,No Answer,50,Agency A,0.0
1443,2159,20240726,20240731,33,Phone Call,Escalated,1,In-house,0.0
1444,3453,20250327,20250331,116,Phone Call,Escalated,46,Agency B,0.0
1445,1694,20250921,20250930,142,Promise to Pay,No Answer,24,In-house,0.0
1446,4029,20240831,20240831,97,Restructure Offer,Paid Full,39,Agency A,65223.37
1447,460,20250807,20250831,211,SMS Reminder,PTP Broken,22,In-house,0.0
1448,886,20251012,20251031,94,Restructure Offer,PTP Broken,9,In-house,0.0
1449,426,20250130,20250131,63,Field Visit,No Answer,56,In-house,0.0
1450,1013,20250927,20250930,44,Promise to Pay,Escalated,33,In-house,0.0
1451,1630,20240921,20240930,67,Promise to Pay,Reached,8,In-house,0.0
1452,1189,20251114,20251130,278,Phone Call,Reached,64,In-house,0.0
1453,2666,20250410,20250430,50,SMS Reminder,Reached,13,In-house,0.0
1454,4078,20250912,20250930,280,Field Visit,No Answer,59,In-house,0.0
1455,3848,20250919,20250930,291,Phone Call,PTP Given,6,In-house,0.0
1456,872,20250918,20250930,307,Restructure Offer,PTP Broken,59,In-house,0.0
1457,1965,20241009,20241031,65,Restructure Offer,Paid Full,4,Agency A,42807.75
1458,1422,20241010,20241031,37,Restructure Offer,Paid Partial,25,In-house,8120.69
1459,1922,20251106,20251130,80,Restructure Offer,Reached,48,In-house,0.0
1460,3188,20250328,20250331,145,Phone Call,No Answer,24,In-house,0.0
1461,1271,20251008,20251031,311,Phone Call,Paid Full,55,In-house,2736.42
1462,716,20250216,20250228,54,SMS Reminder,Reached,9,Agency B,0.0
1463,2707,20251216,20251231,202,SMS Reminder,Reached,11,In-house,0.0
1464,2559,20250827,20250831,286,Restructure Offer,Paid Partial,53,In-house,18209.06
1465,1769,20250715,20250731,232,SMS Reminder,Escalated,45,In-house,0.0
1466,50,20251212,20251231,36,Field Visit,Paid Full,14,In-house,18307.03
1467,3259,20250228,20250228,85,SMS Reminder,Reached,30,In-house,0.0
1468,1318,20251211,20251231,64,Phone Call,PTP Broken,17,In-house,0.0
1469,1783,20250207,20250228,35,Phone Call,Escalated,58,In-house,0.0
1470,308,20241224,20241231,60,SMS Reminder,Reached,22,In-house,0.0
1471,3142,20250608,20250630,360,SMS Reminder,No Answer,52,Agency B,0.0
1472,1052,20251216,20251231,360,Phone Call,No Answer,25,In-house,0.0
1473,226,20251014,20251031,177,Promise to Pay,Escalated,46,In-house,0.0
1474,868,20240816,20240831,42,Restructure Offer,PTP Broken,59,In-house,0.0
1475,2038,20240822,20240831,143,SMS Reminder,Reached,34,In-house,0.0
1476,3242,20251014,20251031,252,Demand Letter,Paid Full,41,In-house,29534.02
1477,902,20241015,20241031,179,SMS Reminder,Reached,40,In-house,0.0
1478,2369,20250822,20250831,34,Phone Call,Paid Partial,12,In-house,3514.16
1479,1986,20251012,20251031,51,Demand Letter,Reached,32,Agency B,0.0
1480,4131,20251025,20251031,38,Phone Call,Paid Partial,37,In-house,7765.02
1481,3509,20251208,20251231,360,SMS Reminder,Reached,19,In-house,0.0
1482,2509,20250116,20250131,122,Demand Letter,Paid Partial,25,In-house,17725.07
1483,341,20250707,20250731,360,Phone Call,Paid Partial,12,In-house,3618.88
1484,433,20251231,20251231,168,Field Visit,PTP Given,49,In-house,0.0
1485,1156,20251212,20251231,96,Promise to Pay,No Answer,37,Agency B,0.0
1486,2929,20240627,20240630,133,Legal Notice,PTP Given,34,Agency A,0.0
1487,767,20250619,20250630,251,Phone Call,No Answer,58,In-house,0.0
1488,3959,20240923,20240930,75,Field Visit,PTP Given,24,In-house,0.0
