payment_id,loan_id,payment_date_key,amount_paid,payment_channel
2763,540,20250614,22080.35,M-Pesa
2764,540,20250713,20529.78,M-Pesa
2765,540,20250816,22199.74,Bank Transfer
2766,540,20250917,22374.09,M-Pesa
2767,540,20251023,20722.8,M-Pesa
2768,540,20251109,16223.65,Bank Transfer
2769,540,20251215,21915.46,Bank Transfer
2770,541,20240519,11797.76,M-Pesa
2771,541,20240619,17083.64,M-Pesa
2772,541,20240721,17766.34,Cash
2773,541,20240819,18196.31,M-Pesa
2774,541,20240920,16197.53,M-Pesa
2775,541,20241022,16228.85,Bank Transfer
2776,543,20240725,9210.26,M-Pesa
2777,543,20240817,14097.55,M-Pesa
2778,543,20240923,13765.31,Bank Transfer
2779,543,20241025,12331.15,Bank Transfer
2780,543,20241204,13719.67,Cash
2781,543,20241217,13747.93,Bank Transfer
2782,544,20240801,254324.29,Bank Transfer
2783,545,20240511,18168.59,Standing Order
2784,545,20240609,20521.25,M-Pesa
2785,545,20240811,19107.71,Cash
2786,545,20240911,7653.7,M-Pesa
2787,545,20241016,18523.81,Cash
2788,545,20241113,18772.33,M-Pesa
2789,545,20241208,19123.01,M-Pesa
2790,546,20240325,13219.69,M-Pesa
2791,546,20240414,12453.71,Cash
2792,546,20240525,11699.27,M-Pesa
2793,546,20240626,5519.03,Bank Transfer
2794,546,20240720,15182.89,M-Pesa
2795,546,20240812,16459.22,M-Pesa
2796,546,20240909,11374.58,M-Pesa
2797,547,20241101,9404.71,M-Pesa
2798,547,20241206,5893.02,Cash
2799,547,20250106,7590.22,M-Pesa
2800,547,20250201,8042.4,M-Pesa
2801,547,20250223,7866.6,M-Pesa
2802,547,20250324,8273.56,Cash
2803,547,20250504,7980.7,M-Pesa
2804,547,20250602,7571.37,Standing Order
2805,547,20250621,7816.61,M-Pesa
2806,547,20250729,8113.7,M-Pesa
2807,547,20250831,7603.67,M-Pesa
2808,547,20250927,7777.77,Standing Order
2809,547,20251023,7910.92,M-Pesa
2810,547,20251121,8016.37,M-Pesa
2811,547,20251225,7186.09,M-Pesa
2812,548,20251007,12388.87,Bank Transfer
2813,548,20251103,24050.07,M-Pesa
2814,549,20251020,21687.5,Cash
2815,550,20250128,38447.98,Bank Transfer
2816,550,20250222,37959.29,Bank Transfer
2817,550,20250327,47865.39,M-Pesa
2818,550,20250426,50881.45,M-Pesa
2819,551,20240917,25365.84,M-Pesa
2820,551,20241017,12706.31,M-Pesa
2821,551,20241111,15684.17,Bank Transfer
2822,551,20241209,21813.67,Cash
2823,551,20250115,16318.44,M-Pesa
2824,551,20250213,17442.64,M-Pesa
2825,552,20241007,45077.83,M-Pesa
2826,554,20240304,23144.85,M-Pesa
2827,554,20240405,25125.62,Cash
2828,554,20240507,22213.17,Bank Transfer
2829,554,20240612,11015.08,Bank Transfer
2830,554,20240706,21269.17,M-Pesa
2831,554,20240907,26687.48,M-Pesa
2832,554,20241008,25390.38,M-Pesa
2833,555,20240316,6834.64,Bank Transfer
2834,555,20240407,15790.52,M-Pesa
2835,555,20240517,10151.33,M-Pesa
2836,555,20240617,8471.12,M-Pesa
2837,555,20240715,11223.84,M-Pesa
2838,555,20240729,8112.27,M-Pesa
2839,555,20240908,6962.42,M-Pesa
2840,555,20241014,11466.02,Bank Transfer
2841,555,20241101,10151.57,M-Pesa
2842,555,20241207,11307.05,M-Pesa
2843,555,20241225,11100.41,M-Pesa
2844,555,20250208,10356.78,Cash
2845,555,20250303,10834.01,M-Pesa
2846,555,20250330,7398.48,Bank Transfer
2847,555,20250507,14147.79,M-Pesa
2848,555,20250525,10883.29,M-Pesa
2849,555,20250701,12928.72,M-Pesa
2850,555,20250807,8459.22,Bank Transfer
2851,555,20250825,11429.32,M-Pesa
2852,555,20251006,13664.4,Bank Transfer
2853,555,20251102,11040.63,M-Pesa
2854,555,20251130,9710.71,M-Pesa
2855,556,20240415,23739.36,M-Pesa
2856,556,20240511,27373.37,Bank Transfer
2857,558,20240409,5341.52,M-Pesa
2858,558,20240506,8709.37,Bank Transfer
2859,558,20240602,10032.63,Bank Transfer
2860,558,20240705,6899.31,M-Pesa
2861,560,20240617,10034.95,M-Pesa
2862,560,20240708,18852.52,M-Pesa
2863,560,20240812,18540.94,M-Pesa
2864,560,20240911,18434.89,M-Pesa
2865,560,20241021,17281.73,M-Pesa
2866,560,20241109,8401.55,M-Pesa
2867,560,20241211,17665.17,M-Pesa
2868,560,20250113,17610.83,M-Pesa
2869,561,20250306,23131.76,M-Pesa
2870,561,20250406,18414.44,M-Pesa
2871,561,20250505,18347.71,Cash
2872,561,20250604,23023.12,M-Pesa
2873,564,20240831,28815.69,M-Pesa
2874,564,20240923,27469.96,Bank Transfer
2875,564,20241023,17663.61,Standing Order
2876,565,20250718,17020.37,M-Pesa
2877,565,20250809,20005.24,M-Pesa
2878,565,20250912,18367.41,M-Pesa
2879,566,20250916,6061.2,M-Pesa
2880,568,20240215,23823.03,Standing Order
2881,568,20240311,36431.49,M-Pesa
2882,568,20240418,30332.21,M-Pesa
2883,568,20240511,33106.17,Bank Transfer
2884,568,20240613,37957.95,Standing Order
2885,568,20240715,18261.53,Bank Transfer
2886,568,20240805,25385.62,M-Pesa
2887,568,20240915,13896.94,Bank Transfer
2888,568,20241018,24112.69,M-Pesa
2889,568,20241113,31230.44,M-Pesa
2890,568,20241130,18813.94,M-Pesa
2891,568,20250112,17947.76,M-Pesa
2892,569,20250819,723.25,M-Pesa
2893,569,20250921,925.12,Bank Transfer
2894,569,20251027,697.16,M-Pesa
2895,570,20240924,4742.62,M-Pesa
2896,570,20241017,3553.21,M-Pesa
2897,570,20241124,4819.84,M-Pesa
2898,570,20241225,6672.56,Bank Transfer
2899,570,20250217,5076.34,M-Pesa
2900,570,20250323,6482.25,Cash
2901,570,20250423,4006.89,M-Pesa
2902,570,20250522,5453.69,M-Pesa
2903,571,20250417,10319.39,M-Pesa
2904,571,20250512,12925.41,M-Pesa
2905,571,20250603,23192.16,Bank Transfer
2906,571,20250707,25225.32,M-Pesa
2907,571,20250805,22592.19,M-Pesa
2908,571,20250909,24708.39,M-Pesa
2909,571,20251013,29513.8,Standing Order
2910,571,20251112,11609.08,Bank Transfer
2911,573,20251122,17531.83,M-Pesa
2912,574,20240614,11327.15,M-Pesa
2913,574,20240715,16344.66,M-Pesa
2914,574,20240909,11570.23,M-Pesa
2915,574,20241019,17602.2,Standing Order
2916,574,20241112,11047.82,M-Pesa
2917,574,20241218,12403.65,M-Pesa
2918,574,20250116,12165.73,Bank Transfer
2919,574,20250214,14230.02,Standing Order
2920,574,20250310,12042.91,M-Pesa
2921,574,20250513,13766.44,M-Pesa
2922,574,20250616,11269.36,Bank Transfer
2923,574,20250713,11480.96,Standing Order
2924,574,20250816,12098.85,Bank Transfer
2925,574,20250903,11121.33,Bank Transfer
2926,575,20250113,6585.97,M-Pesa
2927,575,20250217,22974.93,Cash
2928,575,20250317,16041.69,M-Pesa
2929,575,20250418,15367.95,M-Pesa
2930,575,20250509,15787.2,Standing Order
2931,575,20250610,15589.73,M-Pesa
2932,575,20250809,15842.72,M-Pesa
2933,576,20240828,18475.71,M-Pesa
2934,576,20240924,26199.35,M-Pesa
2935,576,20241021,10641.59,Standing Order
2936,576,20241122,25379.22,Bank Transfer
2937,577,20250423,65339.26,Cash
2938,578,20250918,17012.49,M-Pesa
2939,578,20251104,8770.12,M-Pesa
2940,578,20251125,17749.99,M-Pesa
2941,579,20240921,16827.53,Bank Transfer
2942,579,20241015,18521.67,M-Pesa
2943,579,20241114,25266.84,M-Pesa
2944,579,20241218,19883.52,M-Pesa
2945,579,20250116,20005.94,Standing Order
2946,579,20250209,18214.19,M-Pesa
2947,580,20240427,7761.28,M-Pesa
2948,580,20240608,9576.66,M-Pesa
2949,580,20240625,9828.53,Cash
2950,580,20240727,8431.17,M-Pesa
2951,580,20240821,8098.07,Bank Transfer
2952,580,20240928,8380.07,Cash
2953,580,20241025,6342.48,Bank Transfer
2954,580,20241123,7945.63,Cash
2955,580,20241231,8258.94,M-Pesa
2956,581,20240318,20246.09,M-Pesa
2957,581,20240419,10719.02,Bank Transfer
2958,581,20240517,20959.4,Bank Transfer
2959,581,20240619,25870.2,M-Pesa
2960,581,20240722,21267.71,Standing Order
2961,581,20240821,19084.63,M-Pesa
2962,581,20240913,10109.49,M-Pesa
2963,581,20241021,26856.61,M-Pesa
2964,581,20241115,30305.23,M-Pesa
2965,581,20241213,22757.27,M-Pesa
2966,581,20250113,31251.09,M-Pesa
2967,581,20250213,21294.34,M-Pesa
2968,581,20250315,21012.98,M-Pesa
2969,581,20250415,21438.82,M-Pesa
2970,581,20250516,10867.3,M-Pesa
2971,581,20250620,26745.69,Bank Transfer
2972,581,20250704,21196.75,M-Pesa
2973,582,20240312,18290.5,M-Pesa
2974,582,20240510,19063.81,M-Pesa
2975,583,20241018,10734.61,Bank Transfer
2976,583,20241116,7493.55,M-Pesa
2977,583,20241223,11235.9,M-Pesa
2978,583,20250114,17632.48,Bank Transfer
2979,583,20250222,11977.04,M-Pesa
2980,583,20250322,8130.43,Bank Transfer
2981,583,20250413,10675.43,M-Pesa
2982,583,20250527,11603.71,M-Pesa
2983,583,20250621,13363.51,M-Pesa
2984,583,20250724,11078.53,Standing Order
2985,583,20250823,11742.47,Bank Transfer
2986,585,20240803,17501.92,M-Pesa
2987,585,20240907,20749.47,M-Pesa
2988,585,20240930,23521.17,Standing Order
2989,586,20241121,27989.61,Standing Order
2990,586,20241217,36196.73,M-Pesa
2991,586,20250130,26775.78,M-Pesa
2992,586,20250220,27204.43,M-Pesa
2993,586,20250417,28634.43,M-Pesa
2994,586,20250525,34927.96,Bank Transfer
2995,586,20250624,28027.62,M-Pesa
2996,587,20250610,22787.08,Bank Transfer
2997,587,20250625,12190.64,M-Pesa
2998,587,20250806,21180.45,M-Pesa
2999,587,20250904,24962.13,Bank Transfer
3000,587,20251009,22712.22,Bank Transfer
3001,588,20250529,68911.92,M-Pesa
3002,588,20250628,73738.27,M-Pesa
3003,588,20250721,69604.97,M-Pesa
3004,588,20250822,67261.54,M-Pesa
3005,590,20240502,26834.45,M-Pesa
3006,591,20240529,29163.42,M-Pesa
3007,591,20240623,28185.42,M-Pesa
3008,591,20240723,23075.52,Bank Transfer
3009,591,20240819,29916.23,M-Pesa
3010,591,20240919,15476.05,M-Pesa
3011,592,20240714,6056.02,M-Pesa
3012,592,20240810,11134.24,Cash
3013,592,20240909,11952.4,M-Pesa
3014,592,20241007,13554.28,Bank Transfer
3015,592,20241107,12124.36,Standing Order
3016,593,20240402,9822.06,M-Pesa
3017,593,20240424,10410.17,M-Pesa
3018,593,20240601,10498.99,M-Pesa
3019,593,20240627,10201.12,Bank Transfer
3020,593,20240729,10354.89,Cash
3021,593,20240829,16879.05,Bank Transfer
3022,593,20240930,10414.15,M-Pesa
3023,593,20241102,10948.59,M-Pesa
3024,593,20241202,10784.67,M-Pesa
3025,593,20241223,11030.82,M-Pesa
3026,593,20250128,7392.46,M-Pesa
3027,593,20250225,9900.23,Standing Order
3028,593,20250329,11170.81,Cash
3029,593,20250424,5429.86,Standing Order
3030,594,20250104,34826.83,Standing Order
3031,594,20250127,14617.58,Bank Transfer
3032,594,20250302,19255.62,M-Pesa
3033,594,20250331,26203.08,Cash
3034,594,20250426,36935.8,M-Pesa
3035,594,20250605,28312.55,M-Pesa
3036,594,20250701,21405.69,Standing Order
3037,594,20250803,26686.13,Bank Transfer
3038,594,20250828,26273.17,M-Pesa
3039,594,20250919,12456.47,M-Pesa
3040,595,20250520,2832.01,M-Pesa
3041,595,20250622,2148.0,M-Pesa
3042,595,20250715,2737.42,Bank Transfer
3043,595,20250812,3363.48,M-Pesa
3044,595,20250914,2869.87,M-Pesa
3045,595,20251009,2623.05,M-Pesa
3046,596,20250704,34646.76,Cash
3047,598,20240901,19446.08,Bank Transfer
3048,598,20240929,19838.94,M-Pesa
3049,598,20241104,19900.42,M-Pesa
3050,598,20241201,18830.27,Standing Order
3051,598,20241230,20119.11,M-Pesa
3052,598,20250121,19905.46,Bank Transfer
3053,598,20250227,19681.91,M-Pesa
3054,598,20250317,19189.05,Standing Order
3055,599,20250524,10169.87,M-Pesa
3056,599,20250611,12849.36,M-Pesa
3057,599,20250714,10784.96,M-Pesa
3058,599,20250819,13247.43,M-Pesa
3059,600,20251110,24271.56,M-Pesa
3060,600,20251204,18466.02,Bank Transfer
3061,601,20240224,10932.56,Cash
3062,601,20240318,11686.15,M-Pesa
3063,601,20240423,12208.65,Standing Order
3064,601,20240516,11498.4,Standing Order
3065,601,20240622,11112.61,Standing Order
3066,601,20240719,9167.61,M-Pesa
3067,601,20240824,11591.59,M-Pesa
3068,601,20240915,12128.15,M-Pesa
3069,602,20250821,19517.88,M-Pesa
3070,602,20250915,18728.07,M-Pesa
3071,602,20251025,18638.5,M-Pesa
3072,602,20251115,28294.93,Cash
3073,602,20251223,20790.51,M-Pesa
3074,603,20240414,7264.18,M-Pesa
3075,603,20240507,7507.32,Bank Transfer
3076,603,20240606,3482.49,M-Pesa
3077,603,20240808,7002.24,M-Pesa
3078,603,20240904,9527.59,M-Pesa
3079,603,20240929,7737.28,M-Pesa
3080,604,20250305,23351.45,M-Pesa
3081,604,20250508,19644.9,M-Pesa
3082,605,20250928,7362.37,M-Pesa
3083,605,20251029,8438.8,Cash
3084,605,20251207,8518.94,M-Pesa
3085,606,20241231,37038.87,M-Pesa
3086,606,20250201,16618.56,M-Pesa
3087,606,20250226,34857.96,M-Pesa
3088,606,20250324,34891.26,Standing Order
3089,606,20250430,36122.41,M-Pesa
3090,606,20250531,33576.41,Bank Transfer
3091,606,20250622,38032.03,Cash
3092,606,20250731,33764.06,M-Pesa
3093,607,20250312,7407.72,M-Pesa
3094,607,20250417,7044.4,M-Pesa
3095,607,20250514,6772.74,Bank Transfer
3096,607,20250606,7849.89,Bank Transfer
3097,607,20250714,7913.08,M-Pesa
3098,607,20250810,7265.17,Bank Transfer
3099,607,20250906,6748.11,M-Pesa
3100,608,20250530,33623.13,M-Pesa
3101,608,20250626,24619.69,Standing Order
3102,608,20250723,32555.32,M-Pesa
3103,608,20250829,35448.79,M-Pesa
3104,608,20250926,16012.31,M-Pesa
3105,608,20251025,22188.54,Standing Order
3106,608,20251122,24258.68,M-Pesa
3107,609,20250328,8146.4,M-Pesa
3108,609,20250429,14437.98,Cash
3109,609,20250603,14940.27,Standing Order
3110,609,20250629,14222.39,M-Pesa
3111,609,20250729,14885.66,M-Pesa
3112,609,20250817,15260.78,M-Pesa
3113,609,20250924,18651.87,M-Pesa
3114,609,20251023,17260.6,Cash
3115,609,20251122,14840.79,M-Pesa
3116,609,20251223,13470.85,M-Pesa
3117,610,20250724,15441.7,Cash
3118,610,20250817,15132.28,M-Pesa
3119,610,20250924,16129.18,M-Pesa
3120,611,20251022,18641.27,Bank Transfer
3121,612,20240501,22931.79,Bank Transfer
3122,612,20240608,23457.77,M-Pesa
3123,613,20250101,5181.45,Bank Transfer
3124,613,20250126,5121.41,M-Pesa
3125,613,20250226,5166.49,M-Pesa
3126,614,20251021,5988.19,M-Pesa
3127,614,20251106,7378.85,M-Pesa
3128,614,20251220,5856.4,Standing Order
3129,615,20241105,2454.94,M-Pesa
3130,615,20241205,2539.31,M-Pesa
3131,615,20250105,2525.54,M-Pesa
3132,615,20250213,2356.83,Bank Transfer
3133,615,20250302,2409.05,Bank Transfer
3134,615,20250404,2967.03,M-Pesa
3135,615,20250428,1737.06,Bank Transfer
3136,615,20250605,1226.47,M-Pesa
3137,615,20250709,2612.56,Bank Transfer
3138,615,20250806,2228.11,M-Pesa
3139,615,20250906,2622.25,M-Pesa
3140,615,20251005,2281.89,Standing Order
3141,615,20251022,2210.71,M-Pesa
3142,615,20251129,3135.06,M-Pesa
3143,615,20251226,3166.55,Cash
3144,616,20250116,11725.88,M-Pesa
3145,616,20250227,10420.11,Bank Transfer
3146,616,20250328,11887.57,M-Pesa
3147,616,20250422,7970.26,Bank Transfer
3148,616,20250522,10766.88,M-Pesa
3149,616,20250626,10297.79,M-Pesa
3150,616,20250724,10346.58,M-Pesa
3151,617,20250801,7028.58,M-Pesa
3152,617,20250825,4353.73,M-Pesa
3153,617,20250924,4419.42,M-Pesa
3154,619,20240808,707.7,M-Pesa
3155,619,20240902,644.45,M-Pesa
3156,619,20240919,680.35,M-Pesa
3157,619,20241030,981.34,M-Pesa
3158,619,20241202,662.03,M-Pesa
3159,619,20250103,652.23,M-Pesa
3160,619,20250125,774.91,M-Pesa
3161,619,20250224,612.69,Bank Transfer
3162,619,20250325,631.75,M-Pesa
3163,619,20250425,500.0,M-Pesa
3164,619,20250525,1014.52,M-Pesa
3165,619,20250621,841.01,M-Pesa
3166,619,20250731,692.13,Bank Transfer
3167,619,20250830,596.04,M-Pesa
3168,619,20250927,688.47,Bank Transfer
3169,619,20251020,625.88,M-Pesa
3170,619,20251129,763.34,Bank Transfer
3171,621,20250703,14788.46,M-Pesa
3172,621,20250801,11991.37,Standing Order
3173,621,20250830,11783.99,M-Pesa
3174,622,20240220,5379.25,M-Pesa
3175,622,20240329,5393.89,M-Pesa
3176,622,20240521,7676.44,M-Pesa
3177,622,20240628,7113.91,Cash
3178,622,20240726,5603.4,Bank Transfer
3179,622,20240823,3510.86,M-Pesa
3180,622,20240922,2808.77,Bank Transfer
3181,623,20251017,56815.18,M-Pesa
3182,623,20251129,57082.46,Bank Transfer
3183,624,20241107,9420.51,Standing Order
3184,624,20241215,13001.47,M-Pesa
3185,624,20241226,17340.09,M-Pesa
3186,624,20250126,14241.84,M-Pesa
3187,624,20250303,14699.96,Bank Transfer
3188,624,20250507,13849.16,Standing Order
3189,625,20240831,12668.81,Cash
3190,625,20240919,13174.18,Cash
3191,625,20241102,12530.85,M-Pesa
3192,625,20241122,12878.62,M-Pesa
3193,625,20241221,9511.04,Standing Order
3194,625,20250124,12502.4,Bank Transfer
3195,625,20250219,6675.43,Bank Transfer
3196,625,20250320,13014.83,Bank Transfer
3197,625,20250418,12807.59,M-Pesa
3198,625,20250521,13611.68,M-Pesa
3199,625,20250620,15529.0,Bank Transfer
3200,626,20250222,6056.26,Cash
3201,626,20250319,6804.16,M-Pesa
3202,626,20250419,6667.1,Cash
3203,627,20250326,38934.34,M-Pesa
3204,627,20250424,47075.98,Cash
3205,627,20250526,80325.9,M-Pesa
3206,628,20250331,9095.92,Cash
3207,628,20250525,12048.11,M-Pesa
3208,628,20250627,9403.65,M-Pesa
3209,628,20250801,7500.17,Standing Order
3210,628,20250827,9282.04,Standing Order
3211,629,20240307,21944.55,M-Pesa
3212,629,20240411,22427.3,M-Pesa
3213,629,20240507,20544.49,Standing Order
3214,629,20240615,27823.65,M-Pesa
3215,629,20240710,22936.0,M-Pesa
3216,629,20240811,22242.95,M-Pesa
3217,629,20240905,17695.54,Bank Transfer
3218,629,20241115,22331.05,M-Pesa
3219,629,20241204,23773.81,M-Pesa
3220,629,20250105,10683.18,Standing Order
3221,629,20250209,21604.81,Bank Transfer
3222,629,20250228,23848.4,Bank Transfer
3223,629,20250403,20862.83,M-Pesa
3224,629,20250504,22754.92,M-Pesa
3225,629,20250602,23027.27,M-Pesa
3226,630,20250918,28562.88,M-Pesa
3227,630,20251023,27499.38,M-Pesa
3228,630,20251119,29035.27,M-Pesa
3229,630,20251221,28860.19,M-Pesa
3230,631,20241017,46823.22,Bank Transfer
3231,631,20241105,32424.46,M-Pesa
3232,631,20241203,31304.55,M-Pesa
3233,631,20241228,22975.01,M-Pesa
3234,631,20250209,31198.12,Bank Transfer
3235,632,20240520,5153.1,M-Pesa
3236,632,20240610,9263.0,Standing Order
3237,632,20240710,7225.72,M-Pesa
3238,632,20240813,10278.55,M-Pesa
3239,633,20250321,11803.03,M-Pesa
3240,633,20250419,12849.4,M-Pesa
3241,633,20250515,13255.25,Standing Order
3242,633,20250617,13613.45,M-Pesa
3243,633,20250720,12023.4,Bank Transfer
3244,633,20250821,12503.77,M-Pesa
3245,633,20250918,15859.07,M-Pesa
3246,634,20250430,13310.24,M-Pesa
3247,634,20250603,15842.86,M-Pesa
3248,634,20250718,7399.09,M-Pesa
3249,634,20250817,15971.91,M-Pesa
3250,634,20250921,15973.53,Standing Order
3251,634,20251023,23274.2,M-Pesa
3252,635,20240415,31375.91,Bank Transfer
3253,635,20240515,31573.06,M-Pesa
3254,635,20240611,32585.79,M-Pesa
3255,635,20240716,32527.3,Standing Order
3256,635,20240813,14791.32,Cash
3257,635,20240910,30047.19,Bank Transfer
3258,635,20241012,15469.77,M-Pesa
3259,637,20250420,8968.65,M-Pesa
3260,637,20250511,9107.47,M-Pesa
3261,637,20250609,9809.51,Cash
3262,637,20250717,9813.13,Bank Transfer
3263,637,20250815,9765.03,Bank Transfer
3264,637,20250915,9357.73,Bank Transfer
3265,637,20251007,11458.76,Bank Transfer
3266,637,20251107,9382.94,M-Pesa
3267,637,20251211,9273.19,M-Pesa
3268,639,20250602,29780.59,M-Pesa
3269,639,20250628,28538.31,M-Pesa
3270,639,20250809,13408.0,Cash
3271,640,20240202,34444.43,M-Pesa
3272,640,20240313,33514.93,Cash
3273,640,20240411,26958.18,M-Pesa
3274,640,20240429,45259.39,Bank Transfer
3275,640,20240603,33814.97,M-Pesa
3276,641,20240704,7380.42,M-Pesa
3277,641,20240802,2707.65,Standing Order
3278,641,20240816,2882.49,M-Pesa
3279,641,20241001,6120.29,M-Pesa
3280,643,20250320,13049.82,M-Pesa
3281,643,20250411,16273.22,Bank Transfer
3282,643,20250514,14278.72,Cash
3283,643,20250613,8415.09,M-Pesa
3284,643,20250713,16656.97,M-Pesa
3285,643,20250813,12861.14,M-Pesa
3286,643,20250920,6768.07,M-Pesa
3287,643,20251006,13771.31,M-Pesa
3288,643,20251114,6446.43,Standing Order
3289,643,20251221,12358.09,M-Pesa
3290,644,20240428,8190.66,M-Pesa
3291,644,20240607,8598.55,Bank Transfer
3292,644,20240701,8620.04,M-Pesa
3293,644,20240803,9034.53,M-Pesa
3294,644,20240821,8886.12,M-Pesa
3295,644,20240928,9051.72,Bank Transfer
3296,644,20241127,9020.38,M-Pesa
3297,644,20241222,8113.42,M-Pesa
3298,644,20250201,11059.01,Bank Transfer
3299,644,20250216,9513.23,Cash
3300,644,20250427,8544.34,M-Pesa
3301,645,20240322,29029.32,Standing Order
3302,645,20240524,31076.05,M-Pesa
3303,645,20240628,26730.07,M-Pesa
3304,645,20240722,28520.54,Bank Transfer
3305,645,20240822,28611.28,M-Pesa
3306,645,20240923,31596.36,M-Pesa
3307,645,20241024,28070.55,M-Pesa
3308,645,20241114,41957.36,Cash
3309,645,20241218,30197.75,Standing Order
3310,645,20250124,43156.88,M-Pesa
3311,645,20250221,26951.01,M-Pesa
3312,645,20250320,30338.04,M-Pesa
3313,645,20250415,15466.83,M-Pesa
3314,646,20250223,29749.77,M-Pesa
3315,646,20250323,31554.69,M-Pesa
3316,646,20250425,29854.58,M-Pesa
3317,646,20250527,27784.99,M-Pesa
3318,646,20250625,35421.48,Cash
3319,646,20250728,28544.16,M-Pesa
3320,646,20250825,30224.3,Bank Transfer
3321,646,20250924,23158.73,M-Pesa
3322,646,20251102,33130.86,M-Pesa
3323,647,20250414,43889.25,M-Pesa
3324,647,20250511,33262.52,M-Pesa
3325,648,20240731,845.81,M-Pesa
3326,648,20240823,818.54,Cash
3327,648,20241004,794.25,Cash
3328,648,20241101,815.87,M-Pesa
3329,648,20241116,824.14,M-Pesa
3330,648,20241225,786.95,Cash
3331,648,20250123,760.42,Standing Order
3332,648,20250220,1010.22,Standing Order
3333,649,20240622,13698.02,Bank Transfer
3334,649,20240719,12997.17,M-Pesa
3335,649,20240829,11332.46,Standing Order
3336,649,20241015,11199.57,M-Pesa
3337,649,20241118,11586.14,Standing Order
3338,649,20241214,11235.6,M-Pesa
3339,649,20250117,11406.55,M-Pesa
3340,650,20250414,40004.1,M-Pesa
3341,650,20250618,22244.71,Bank Transfer
3342,650,20250718,37545.57,M-Pesa
3343,650,20250813,45635.14,Cash
3344,650,20250910,42724.62,Standing Order
3345,650,20251024,60632.03,M-Pesa
3346,651,20241220,37812.8,Bank Transfer
3347,651,20250119,45300.11,Standing Order
3348,651,20250211,49939.94,Standing Order
3349,651,20250313,35677.52,M-Pesa
3350,652,20240228,53738.41,M-Pesa
3351,652,20240401,53025.77,Bank Transfer
3352,652,20240502,26358.27,M-Pesa
3353,652,20240528,44585.6,Cash
3354,652,20240704,58380.72,M-Pesa
3355,652,20240718,54785.97,M-Pesa
3356,653,20240318,8600.19,M-Pesa
3357,653,20240413,20576.78,M-Pesa
3358,653,20240514,21955.89,M-Pesa
3359,653,20240606,24193.57,Cash
3360,653,20240707,20982.18,Bank Transfer
3361,653,20240813,23100.86,Cash
3362,653,20240908,21385.39,Bank Transfer
3363,653,20241006,20115.44,Standing Order
3364,653,20241108,20119.33,M-Pesa
3365,653,20241208,21800.14,Standing Order
3366,653,20250116,31122.65,Bank Transfer
3367,653,20250202,21875.6,M-Pesa
3368,653,20250312,31885.61,M-Pesa
3369,653,20250403,22270.6,M-Pesa
3370,653,20250509,23358.35,Bank Transfer
3371,653,20250604,26637.62,M-Pesa
3372,654,20240728,11508.21,Cash
3373,654,20240822,17137.36,Cash
3374,654,20240924,24437.22,Standing Order
3375,654,20241020,12420.83,M-Pesa
3376,654,20241116,17082.22,Standing Order
3377,654,20241217,16078.98,M-Pesa
3378,654,20250118,15779.44,M-Pesa
3379,654,20250216,12022.73,Bank Transfer
3380,654,20250318,10650.74,M-Pesa
3381,655,20250314,30417.53,Bank Transfer
3382,655,20250420,52977.48,M-Pesa
3383,655,20250515,23200.82,Standing Order
3384,655,20250616,26185.32,M-Pesa
3385,655,20250713,39063.11,M-Pesa
3386,655,20250816,33835.43,M-Pesa
3387,656,20240902,1365.74,Bank Transfer
3388,656,20241014,843.9,Bank Transfer
3389,656,20241028,927.47,M-Pesa
3390,656,20241208,1003.3,M-Pesa
3391,656,20250103,958.9,Bank Transfer
3392,656,20250209,1054.63,M-Pesa
3393,656,20250306,896.91,Bank Transfer
3394,656,20250402,933.8,M-Pesa
3395,656,20250501,1198.93,M-Pesa
3396,656,20250529,896.29,M-Pesa
3397,656,20250625,500.0,Cash
3398,656,20250805,928.3,M-Pesa
3399,656,20250901,849.42,M-Pesa
3400,656,20251001,946.35,M-Pesa
3401,656,20251027,999.47,Standing Order
3402,656,20251201,988.19,M-Pesa
3403,656,20251230,1406.51,Cash
3404,657,20240203,16525.85,Bank Transfer
3405,657,20240315,13254.13,Bank Transfer
3406,657,20240411,13387.74,M-Pesa
3407,657,20240508,24838.51,Cash
3408,657,20240610,12282.37,Cash
3409,658,20251130,8351.31,M-Pesa
3410,659,20250630,24527.92,M-Pesa
3411,659,20250824,30207.02,M-Pesa
3412,659,20250912,21822.15,M-Pesa
3413,660,20250408,15898.12,M-Pesa
3414,660,20250504,14937.39,Bank Transfer
3415,660,20250523,22650.96,Standing Order
3416,660,20250627,16294.82,Cash
3417,660,20250803,13685.63,Bank Transfer
3418,661,20240730,35492.82,Cash
3419,661,20240928,38061.58,Bank Transfer
3420,662,20250628,6916.52,M-Pesa
3421,662,20250729,9060.29,M-Pesa
3422,662,20250815,6939.36,Cash
3423,662,20250925,8251.28,Cash
3424,662,20251028,6674.89,M-Pesa
3425,662,20251122,8012.08,Cash
3426,662,20251224,7307.44,M-Pesa
3427,664,20250612,1965.29,Bank Transfer
3428,664,20250703,1929.18,M-Pesa
3429,664,20250810,1840.47,M-Pesa
3430,664,20250907,1795.05,M-Pesa
3431,665,20240903,10567.91,Bank Transfer
3432,665,20241005,10418.1,M-Pesa
3433,665,20241105,10561.8,M-Pesa
3434,665,20241124,9946.26,Bank Transfer
3435,665,20241222,9938.05,Standing Order
